text,target
" Okay.  Who are you? Hi.  My name’s Interviewer. Oh, hey, Interviewer.  So you-- so you’ve moved here now? Yeah, just-- I’m new here.  Mm-hm. Cool.  So where you’re from? I’m from Arlington. Arlington?  Cool. Mm-hm. I’m up--  I’m from Dallas. Oh, cool.  Nice to meet you. Nice to meet you too. Mm-hm. So you find everything all right? Uh.. yeah, so far. Oh, okay.  Oh.  So you moved here for uh.. like, for your- for your uh.. studies or anything? Uh.. I-- for work. For work?  Cool. Mm-hm. Me too. Cool. Cool.  So you just came from Arlington?"," Yeah, uh-huh.  I just moved from Arlington."
" Okay.  Who are you? Hi.  My name’s Interviewer. Oh, hey, Interviewer.  So you-- so you’ve moved here now? Yeah, just-- I’m new here.  Mm-hm. Cool.  So where you’re from? I’m from Arlington. Arlington?  Cool. Mm-hm. I’m up--  I’m from Dallas. Oh, cool.  Nice to meet you. Nice to meet you too. Mm-hm. So you find everything all right? Uh.. yeah, so far. Oh, okay.  Oh.  So you moved here for uh.. like, for your- for your uh.. studies or anything? Uh.. I-- for work. For work?  Cool. Mm-hm. Me too. Cool. Cool.  So you just came from Arlington? Yeah, uh-huh.  I just moved from Arlington. Cool.  That’s good.  Do you need anything to move in or anything?", Uh.. n--
" Okay.  Who are you? Hi.  My name’s Interviewer. Oh, hey, Interviewer.  So you-- so you’ve moved here now? Yeah, just-- I’m new here.  Mm-hm. Cool.  So where you’re from? I’m from Arlington. Arlington?  Cool. Mm-hm. I’m up--  I’m from Dallas. Oh, cool.  Nice to meet you. Nice to meet you too. Mm-hm. So you find everything all right? Uh.. yeah, so far. Oh, okay.  Oh.  So you moved here for uh.. like, for your- for your uh.. studies or anything? Uh.. I-- for work. For work?  Cool. Mm-hm. Me too. Cool. Cool.  So you just came from Arlington? Yeah, uh-huh.  I just moved from Arlington. Cool.  That’s good.  Do you need anything to move in or anything? Uh.. n-- Find the place all right [ph?]?"," Uh.. yeah, I’m finding my place okay, yeah."
" Okay.  Who are you? Hi.  My name’s Interviewer. Oh, hey, Interviewer.  So you-- so you’ve moved here now? Yeah, just-- I’m new here.  Mm-hm. Cool.  So where you’re from? I’m from Arlington. Arlington?  Cool. Mm-hm. I’m up--  I’m from Dallas. Oh, cool.  Nice to meet you. Nice to meet you too. Mm-hm. So you find everything all right? Uh.. yeah, so far. Oh, okay.  Oh.  So you moved here for uh.. like, for your- for your uh.. studies or anything? Uh.. I-- for work. For work?  Cool. Mm-hm. Me too. Cool. Cool.  So you just came from Arlington? Yeah, uh-huh.  I just moved from Arlington. Cool.  That’s good.  Do you need anything to move in or anything? Uh.. n-- Find the place all right [ph?]? Uh.. yeah, I’m finding my place okay, yeah. Okay.  That’s good.  If you need anything, you can uh.. we could get something or Patientg out sometime."," Oh, okay.  Sounds good."
" Okay.  Who are you? Hi.  My name’s Interviewer. Oh, hey, Interviewer.  So you-- so you’ve moved here now? Yeah, just-- I’m new here.  Mm-hm. Cool.  So where you’re from? I’m from Arlington. Arlington?  Cool. Mm-hm. I’m up--  I’m from Dallas. Oh, cool.  Nice to meet you. Nice to meet you too. Mm-hm. So you find everything all right? Uh.. yeah, so far. Oh, okay.  Oh.  So you moved here for uh.. like, for your- for your uh.. studies or anything? Uh.. I-- for work. For work?  Cool. Mm-hm. Me too. Cool. Cool.  So you just came from Arlington? Yeah, uh-huh.  I just moved from Arlington. Cool.  That’s good.  Do you need anything to move in or anything? Uh.. n-- Find the place all right [ph?]? Uh.. yeah, I’m finding my place okay, yeah. Okay.  That’s good.  If you need anything, you can uh.. we could get something or Patientg out sometime. Oh, okay.  Sounds good. All right.  Cool.  Yeah.  Uh.. oh, that’s about it.  Oh."," Well, uh.. I am new to the area.  Could you tell me ‘bout the neighborhood?"
" Okay.  Who are you? Hi.  My name’s Interviewer. Oh, hey, Interviewer.  So you-- so you’ve moved here now? Yeah, just-- I’m new here.  Mm-hm. Cool.  So where you’re from? I’m from Arlington. Arlington?  Cool. Mm-hm. I’m up--  I’m from Dallas. Oh, cool.  Nice to meet you. Nice to meet you too. Mm-hm. So you find everything all right? Uh.. yeah, so far. Oh, okay.  Oh.  So you moved here for uh.. like, for your- for your uh.. studies or anything? Uh.. I-- for work. For work?  Cool. Mm-hm. Me too. Cool. Cool.  So you just came from Arlington? Yeah, uh-huh.  I just moved from Arlington. Cool.  That’s good.  Do you need anything to move in or anything? Uh.. n-- Find the place all right [ph?]? Uh.. yeah, I’m finding my place okay, yeah. Okay.  That’s good.  If you need anything, you can uh.. we could get something or Patientg out sometime. Oh, okay.  Sounds good. All right.  Cool.  Yeah.  Uh.. oh, that’s about it.  Oh. Well, uh.. I am new to the area.  Could you tell me ‘bout the neighborhood? Uh.. this is-- I think they have a gated area here, and there’s patrols that goes around and check on in everybody.", Okay.
" Okay.  Who are you? Hi.  My name’s Interviewer. Oh, hey, Interviewer.  So you-- so you’ve moved here now? Yeah, just-- I’m new here.  Mm-hm. Cool.  So where you’re from? I’m from Arlington. Arlington?  Cool. Mm-hm. I’m up--  I’m from Dallas. Oh, cool.  Nice to meet you. Nice to meet you too. Mm-hm. So you find everything all right? Uh.. yeah, so far. Oh, okay.  Oh.  So you moved here for uh.. like, for your- for your uh.. studies or anything? Uh.. I-- for work. For work?  Cool. Mm-hm. Me too. Cool. Cool.  So you just came from Arlington? Yeah, uh-huh.  I just moved from Arlington. Cool.  That’s good.  Do you need anything to move in or anything? Uh.. n-- Find the place all right [ph?]? Uh.. yeah, I’m finding my place okay, yeah. Okay.  That’s good.  If you need anything, you can uh.. we could get something or Patientg out sometime. Oh, okay.  Sounds good. All right.  Cool.  Yeah.  Uh.. oh, that’s about it.  Oh. Well, uh.. I am new to the area.  Could you tell me ‘bout the neighborhood? Uh.. this is-- I think they have a gated area here, and there’s patrols that goes around and check on in everybody. Okay. Well, there’s a- a restaurant down this road that’s pretty good."," Oh, okay."
" Okay.  Who are you? Hi.  My name’s Interviewer. Oh, hey, Interviewer.  So you-- so you’ve moved here now? Yeah, just-- I’m new here.  Mm-hm. Cool.  So where you’re from? I’m from Arlington. Arlington?  Cool. Mm-hm. I’m up--  I’m from Dallas. Oh, cool.  Nice to meet you. Nice to meet you too. Mm-hm. So you find everything all right? Uh.. yeah, so far. Oh, okay.  Oh.  So you moved here for uh.. like, for your- for your uh.. studies or anything? Uh.. I-- for work. For work?  Cool. Mm-hm. Me too. Cool. Cool.  So you just came from Arlington? Yeah, uh-huh.  I just moved from Arlington. Cool.  That’s good.  Do you need anything to move in or anything? Uh.. n-- Find the place all right [ph?]? Uh.. yeah, I’m finding my place okay, yeah. Okay.  That’s good.  If you need anything, you can uh.. we could get something or Patientg out sometime. Oh, okay.  Sounds good. All right.  Cool.  Yeah.  Uh.. oh, that’s about it.  Oh. Well, uh.. I am new to the area.  Could you tell me ‘bout the neighborhood? Uh.. this is-- I think they have a gated area here, and there’s patrols that goes around and check on in everybody. Okay. Well, there’s a- a restaurant down this road that’s pretty good. Oh, okay. Oh.  We could show ya ‘round sometime, or do you have a car or anything?"," Yeah, I do."
" Okay.  Who are you? Hi.  My name’s Interviewer. Oh, hey, Interviewer.  So you-- so you’ve moved here now? Yeah, just-- I’m new here.  Mm-hm. Cool.  So where you’re from? I’m from Arlington. Arlington?  Cool. Mm-hm. I’m up--  I’m from Dallas. Oh, cool.  Nice to meet you. Nice to meet you too. Mm-hm. So you find everything all right? Uh.. yeah, so far. Oh, okay.  Oh.  So you moved here for uh.. like, for your- for your uh.. studies or anything? Uh.. I-- for work. For work?  Cool. Mm-hm. Me too. Cool. Cool.  So you just came from Arlington? Yeah, uh-huh.  I just moved from Arlington. Cool.  That’s good.  Do you need anything to move in or anything? Uh.. n-- Find the place all right [ph?]? Uh.. yeah, I’m finding my place okay, yeah. Okay.  That’s good.  If you need anything, you can uh.. we could get something or Patientg out sometime. Oh, okay.  Sounds good. All right.  Cool.  Yeah.  Uh.. oh, that’s about it.  Oh. Well, uh.. I am new to the area.  Could you tell me ‘bout the neighborhood? Uh.. this is-- I think they have a gated area here, and there’s patrols that goes around and check on in everybody. Okay. Well, there’s a- a restaurant down this road that’s pretty good. Oh, okay. Oh.  We could show ya ‘round sometime, or do you have a car or anything? Yeah, I do. Oh, okay.  Yeah, we could show you around everywhere."," Oh, okay.  Great."
" Okay.  Who are you? Hi.  My name’s Interviewer. Oh, hey, Interviewer.  So you-- so you’ve moved here now? Yeah, just-- I’m new here.  Mm-hm. Cool.  So where you’re from? I’m from Arlington. Arlington?  Cool. Mm-hm. I’m up--  I’m from Dallas. Oh, cool.  Nice to meet you. Nice to meet you too. Mm-hm. So you find everything all right? Uh.. yeah, so far. Oh, okay.  Oh.  So you moved here for uh.. like, for your- for your uh.. studies or anything? Uh.. I-- for work. For work?  Cool. Mm-hm. Me too. Cool. Cool.  So you just came from Arlington? Yeah, uh-huh.  I just moved from Arlington. Cool.  That’s good.  Do you need anything to move in or anything? Uh.. n-- Find the place all right [ph?]? Uh.. yeah, I’m finding my place okay, yeah. Okay.  That’s good.  If you need anything, you can uh.. we could get something or Patientg out sometime. Oh, okay.  Sounds good. All right.  Cool.  Yeah.  Uh.. oh, that’s about it.  Oh. Well, uh.. I am new to the area.  Could you tell me ‘bout the neighborhood? Uh.. this is-- I think they have a gated area here, and there’s patrols that goes around and check on in everybody. Okay. Well, there’s a- a restaurant down this road that’s pretty good. Oh, okay. Oh.  We could show ya ‘round sometime, or do you have a car or anything? Yeah, I do. Oh, okay.  Yeah, we could show you around everywhere. Oh, okay.  Great. <laughs> Uh..--", Uh.. so what is- what is the landlord like?
" Okay.  Who are you? Hi.  My name’s Interviewer. Oh, hey, Interviewer.  So you-- so you’ve moved here now? Yeah, just-- I’m new here.  Mm-hm. Cool.  So where you’re from? I’m from Arlington. Arlington?  Cool. Mm-hm. I’m up--  I’m from Dallas. Oh, cool.  Nice to meet you. Nice to meet you too. Mm-hm. So you find everything all right? Uh.. yeah, so far. Oh, okay.  Oh.  So you moved here for uh.. like, for your- for your uh.. studies or anything? Uh.. I-- for work. For work?  Cool. Mm-hm. Me too. Cool. Cool.  So you just came from Arlington? Yeah, uh-huh.  I just moved from Arlington. Cool.  That’s good.  Do you need anything to move in or anything? Uh.. n-- Find the place all right [ph?]? Uh.. yeah, I’m finding my place okay, yeah. Okay.  That’s good.  If you need anything, you can uh.. we could get something or Patientg out sometime. Oh, okay.  Sounds good. All right.  Cool.  Yeah.  Uh.. oh, that’s about it.  Oh. Well, uh.. I am new to the area.  Could you tell me ‘bout the neighborhood? Uh.. this is-- I think they have a gated area here, and there’s patrols that goes around and check on in everybody. Okay. Well, there’s a- a restaurant down this road that’s pretty good. Oh, okay. Oh.  We could show ya ‘round sometime, or do you have a car or anything? Yeah, I do. Oh, okay.  Yeah, we could show you around everywhere. Oh, okay.  Great. <laughs> Uh..-- Uh.. so what is- what is the landlord like? Oh, all right.  Uh.. he’s outgoing."," Oh, okay.  Good."
" Okay.  Who are you? Hi.  My name’s Interviewer. Oh, hey, Interviewer.  So you-- so you’ve moved here now? Yeah, just-- I’m new here.  Mm-hm. Cool.  So where you’re from? I’m from Arlington. Arlington?  Cool. Mm-hm. I’m up--  I’m from Dallas. Oh, cool.  Nice to meet you. Nice to meet you too. Mm-hm. So you find everything all right? Uh.. yeah, so far. Oh, okay.  Oh.  So you moved here for uh.. like, for your- for your uh.. studies or anything? Uh.. I-- for work. For work?  Cool. Mm-hm. Me too. Cool. Cool.  So you just came from Arlington? Yeah, uh-huh.  I just moved from Arlington. Cool.  That’s good.  Do you need anything to move in or anything? Uh.. n-- Find the place all right [ph?]? Uh.. yeah, I’m finding my place okay, yeah. Okay.  That’s good.  If you need anything, you can uh.. we could get something or Patientg out sometime. Oh, okay.  Sounds good. All right.  Cool.  Yeah.  Uh.. oh, that’s about it.  Oh. Well, uh.. I am new to the area.  Could you tell me ‘bout the neighborhood? Uh.. this is-- I think they have a gated area here, and there’s patrols that goes around and check on in everybody. Okay. Well, there’s a- a restaurant down this road that’s pretty good. Oh, okay. Oh.  We could show ya ‘round sometime, or do you have a car or anything? Yeah, I do. Oh, okay.  Yeah, we could show you around everywhere. Oh, okay.  Great. <laughs> Uh..-- Uh.. so what is- what is the landlord like? Oh, all right.  Uh.. he’s outgoing. Oh, okay.  Good. Uh.. well, so you’re on-- live on the second floor?  All right.  I- I live on the first floor."," Okay.  yeah, I’m on the second floor."
" Okay.  Who are you? Hi.  My name’s Interviewer. Oh, hey, Interviewer.  So you-- so you’ve moved here now? Yeah, just-- I’m new here.  Mm-hm. Cool.  So where you’re from? I’m from Arlington. Arlington?  Cool. Mm-hm. I’m up--  I’m from Dallas. Oh, cool.  Nice to meet you. Nice to meet you too. Mm-hm. So you find everything all right? Uh.. yeah, so far. Oh, okay.  Oh.  So you moved here for uh.. like, for your- for your uh.. studies or anything? Uh.. I-- for work. For work?  Cool. Mm-hm. Me too. Cool. Cool.  So you just came from Arlington? Yeah, uh-huh.  I just moved from Arlington. Cool.  That’s good.  Do you need anything to move in or anything? Uh.. n-- Find the place all right [ph?]? Uh.. yeah, I’m finding my place okay, yeah. Okay.  That’s good.  If you need anything, you can uh.. we could get something or Patientg out sometime. Oh, okay.  Sounds good. All right.  Cool.  Yeah.  Uh.. oh, that’s about it.  Oh. Well, uh.. I am new to the area.  Could you tell me ‘bout the neighborhood? Uh.. this is-- I think they have a gated area here, and there’s patrols that goes around and check on in everybody. Okay. Well, there’s a- a restaurant down this road that’s pretty good. Oh, okay. Oh.  We could show ya ‘round sometime, or do you have a car or anything? Yeah, I do. Oh, okay.  Yeah, we could show you around everywhere. Oh, okay.  Great. <laughs> Uh..-- Uh.. so what is- what is the landlord like? Oh, all right.  Uh.. he’s outgoing. Oh, okay.  Good. Uh.. well, so you’re on-- live on the second floor?  All right.  I- I live on the first floor. Okay.  yeah, I’m on the second floor. That’s good.  That’s good.  Well, have a nice day.", Would you say that the building is generally quiet?
" Okay.  Who are you? Hi.  My name’s Interviewer. Oh, hey, Interviewer.  So you-- so you’ve moved here now? Yeah, just-- I’m new here.  Mm-hm. Cool.  So where you’re from? I’m from Arlington. Arlington?  Cool. Mm-hm. I’m up--  I’m from Dallas. Oh, cool.  Nice to meet you. Nice to meet you too. Mm-hm. So you find everything all right? Uh.. yeah, so far. Oh, okay.  Oh.  So you moved here for uh.. like, for your- for your uh.. studies or anything? Uh.. I-- for work. For work?  Cool. Mm-hm. Me too. Cool. Cool.  So you just came from Arlington? Yeah, uh-huh.  I just moved from Arlington. Cool.  That’s good.  Do you need anything to move in or anything? Uh.. n-- Find the place all right [ph?]? Uh.. yeah, I’m finding my place okay, yeah. Okay.  That’s good.  If you need anything, you can uh.. we could get something or Patientg out sometime. Oh, okay.  Sounds good. All right.  Cool.  Yeah.  Uh.. oh, that’s about it.  Oh. Well, uh.. I am new to the area.  Could you tell me ‘bout the neighborhood? Uh.. this is-- I think they have a gated area here, and there’s patrols that goes around and check on in everybody. Okay. Well, there’s a- a restaurant down this road that’s pretty good. Oh, okay. Oh.  We could show ya ‘round sometime, or do you have a car or anything? Yeah, I do. Oh, okay.  Yeah, we could show you around everywhere. Oh, okay.  Great. <laughs> Uh..-- Uh.. so what is- what is the landlord like? Oh, all right.  Uh.. he’s outgoing. Oh, okay.  Good. Uh.. well, so you’re on-- live on the second floor?  All right.  I- I live on the first floor. Okay.  yeah, I’m on the second floor. That’s good.  That’s good.  Well, have a nice day. Would you say that the building is generally quiet? Uh.. yes, it is.", Good.
" Okay.  Who are you? Hi.  My name’s Interviewer. Oh, hey, Interviewer.  So you-- so you’ve moved here now? Yeah, just-- I’m new here.  Mm-hm. Cool.  So where you’re from? I’m from Arlington. Arlington?  Cool. Mm-hm. I’m up--  I’m from Dallas. Oh, cool.  Nice to meet you. Nice to meet you too. Mm-hm. So you find everything all right? Uh.. yeah, so far. Oh, okay.  Oh.  So you moved here for uh.. like, for your- for your uh.. studies or anything? Uh.. I-- for work. For work?  Cool. Mm-hm. Me too. Cool. Cool.  So you just came from Arlington? Yeah, uh-huh.  I just moved from Arlington. Cool.  That’s good.  Do you need anything to move in or anything? Uh.. n-- Find the place all right [ph?]? Uh.. yeah, I’m finding my place okay, yeah. Okay.  That’s good.  If you need anything, you can uh.. we could get something or Patientg out sometime. Oh, okay.  Sounds good. All right.  Cool.  Yeah.  Uh.. oh, that’s about it.  Oh. Well, uh.. I am new to the area.  Could you tell me ‘bout the neighborhood? Uh.. this is-- I think they have a gated area here, and there’s patrols that goes around and check on in everybody. Okay. Well, there’s a- a restaurant down this road that’s pretty good. Oh, okay. Oh.  We could show ya ‘round sometime, or do you have a car or anything? Yeah, I do. Oh, okay.  Yeah, we could show you around everywhere. Oh, okay.  Great. <laughs> Uh..-- Uh.. so what is- what is the landlord like? Oh, all right.  Uh.. he’s outgoing. Oh, okay.  Good. Uh.. well, so you’re on-- live on the second floor?  All right.  I- I live on the first floor. Okay.  yeah, I’m on the second floor. That’s good.  That’s good.  Well, have a nice day. Would you say that the building is generally quiet? Uh.. yes, it is. Good. You could have some pets."," Oh, okay.  Cool."
" Okay.  Who are you? Hi.  My name’s Interviewer. Oh, hey, Interviewer.  So you-- so you’ve moved here now? Yeah, just-- I’m new here.  Mm-hm. Cool.  So where you’re from? I’m from Arlington. Arlington?  Cool. Mm-hm. I’m up--  I’m from Dallas. Oh, cool.  Nice to meet you. Nice to meet you too. Mm-hm. So you find everything all right? Uh.. yeah, so far. Oh, okay.  Oh.  So you moved here for uh.. like, for your- for your uh.. studies or anything? Uh.. I-- for work. For work?  Cool. Mm-hm. Me too. Cool. Cool.  So you just came from Arlington? Yeah, uh-huh.  I just moved from Arlington. Cool.  That’s good.  Do you need anything to move in or anything? Uh.. n-- Find the place all right [ph?]? Uh.. yeah, I’m finding my place okay, yeah. Okay.  That’s good.  If you need anything, you can uh.. we could get something or Patientg out sometime. Oh, okay.  Sounds good. All right.  Cool.  Yeah.  Uh.. oh, that’s about it.  Oh. Well, uh.. I am new to the area.  Could you tell me ‘bout the neighborhood? Uh.. this is-- I think they have a gated area here, and there’s patrols that goes around and check on in everybody. Okay. Well, there’s a- a restaurant down this road that’s pretty good. Oh, okay. Oh.  We could show ya ‘round sometime, or do you have a car or anything? Yeah, I do. Oh, okay.  Yeah, we could show you around everywhere. Oh, okay.  Great. <laughs> Uh..-- Uh.. so what is- what is the landlord like? Oh, all right.  Uh.. he’s outgoing. Oh, okay.  Good. Uh.. well, so you’re on-- live on the second floor?  All right.  I- I live on the first floor. Okay.  yeah, I’m on the second floor. That’s good.  That’s good.  Well, have a nice day. Would you say that the building is generally quiet? Uh.. yes, it is. Good. You could have some pets. Oh, okay.  Cool. Yeah.  Like, uh.. fishes or anything."," Mm, okay."
" Okay.  Who are you? Hi.  My name’s Interviewer. Oh, hey, Interviewer.  So you-- so you’ve moved here now? Yeah, just-- I’m new here.  Mm-hm. Cool.  So where you’re from? I’m from Arlington. Arlington?  Cool. Mm-hm. I’m up--  I’m from Dallas. Oh, cool.  Nice to meet you. Nice to meet you too. Mm-hm. So you find everything all right? Uh.. yeah, so far. Oh, okay.  Oh.  So you moved here for uh.. like, for your- for your uh.. studies or anything? Uh.. I-- for work. For work?  Cool. Mm-hm. Me too. Cool. Cool.  So you just came from Arlington? Yeah, uh-huh.  I just moved from Arlington. Cool.  That’s good.  Do you need anything to move in or anything? Uh.. n-- Find the place all right [ph?]? Uh.. yeah, I’m finding my place okay, yeah. Okay.  That’s good.  If you need anything, you can uh.. we could get something or Patientg out sometime. Oh, okay.  Sounds good. All right.  Cool.  Yeah.  Uh.. oh, that’s about it.  Oh. Well, uh.. I am new to the area.  Could you tell me ‘bout the neighborhood? Uh.. this is-- I think they have a gated area here, and there’s patrols that goes around and check on in everybody. Okay. Well, there’s a- a restaurant down this road that’s pretty good. Oh, okay. Oh.  We could show ya ‘round sometime, or do you have a car or anything? Yeah, I do. Oh, okay.  Yeah, we could show you around everywhere. Oh, okay.  Great. <laughs> Uh..-- Uh.. so what is- what is the landlord like? Oh, all right.  Uh.. he’s outgoing. Oh, okay.  Good. Uh.. well, so you’re on-- live on the second floor?  All right.  I- I live on the first floor. Okay.  yeah, I’m on the second floor. That’s good.  That’s good.  Well, have a nice day. Would you say that the building is generally quiet? Uh.. yes, it is. Good. You could have some pets. Oh, okay.  Cool. Yeah.  Like, uh.. fishes or anything. Mm, okay. Okay.  So all the people are pretty nice around here too."," Oh, good.  Good."
" Okay.  Who are you? Hi.  My name’s Interviewer. Oh, hey, Interviewer.  So you-- so you’ve moved here now? Yeah, just-- I’m new here.  Mm-hm. Cool.  So where you’re from? I’m from Arlington. Arlington?  Cool. Mm-hm. I’m up--  I’m from Dallas. Oh, cool.  Nice to meet you. Nice to meet you too. Mm-hm. So you find everything all right? Uh.. yeah, so far. Oh, okay.  Oh.  So you moved here for uh.. like, for your- for your uh.. studies or anything? Uh.. I-- for work. For work?  Cool. Mm-hm. Me too. Cool. Cool.  So you just came from Arlington? Yeah, uh-huh.  I just moved from Arlington. Cool.  That’s good.  Do you need anything to move in or anything? Uh.. n-- Find the place all right [ph?]? Uh.. yeah, I’m finding my place okay, yeah. Okay.  That’s good.  If you need anything, you can uh.. we could get something or Patientg out sometime. Oh, okay.  Sounds good. All right.  Cool.  Yeah.  Uh.. oh, that’s about it.  Oh. Well, uh.. I am new to the area.  Could you tell me ‘bout the neighborhood? Uh.. this is-- I think they have a gated area here, and there’s patrols that goes around and check on in everybody. Okay. Well, there’s a- a restaurant down this road that’s pretty good. Oh, okay. Oh.  We could show ya ‘round sometime, or do you have a car or anything? Yeah, I do. Oh, okay.  Yeah, we could show you around everywhere. Oh, okay.  Great. <laughs> Uh..-- Uh.. so what is- what is the landlord like? Oh, all right.  Uh.. he’s outgoing. Oh, okay.  Good. Uh.. well, so you’re on-- live on the second floor?  All right.  I- I live on the first floor. Okay.  yeah, I’m on the second floor. That’s good.  That’s good.  Well, have a nice day. Would you say that the building is generally quiet? Uh.. yes, it is. Good. You could have some pets. Oh, okay.  Cool. Yeah.  Like, uh.. fishes or anything. Mm, okay. Okay.  So all the people are pretty nice around here too. Oh, good.  Good. ‘Cause they have parties sometimes.  Like New Year’s parties and all the other parties."," Oh, okay.  Well, it was nice meeting you."
" Okay.  Who are you? Hi.  My name’s Interviewer. Oh, hey, Interviewer.  So you-- so you’ve moved here now? Yeah, just-- I’m new here.  Mm-hm. Cool.  So where you’re from? I’m from Arlington. Arlington?  Cool. Mm-hm. I’m up--  I’m from Dallas. Oh, cool.  Nice to meet you. Nice to meet you too. Mm-hm. So you find everything all right? Uh.. yeah, so far. Oh, okay.  Oh.  So you moved here for uh.. like, for your- for your uh.. studies or anything? Uh.. I-- for work. For work?  Cool. Mm-hm. Me too. Cool. Cool.  So you just came from Arlington? Yeah, uh-huh.  I just moved from Arlington. Cool.  That’s good.  Do you need anything to move in or anything? Uh.. n-- Find the place all right [ph?]? Uh.. yeah, I’m finding my place okay, yeah. Okay.  That’s good.  If you need anything, you can uh.. we could get something or Patientg out sometime. Oh, okay.  Sounds good. All right.  Cool.  Yeah.  Uh.. oh, that’s about it.  Oh. Well, uh.. I am new to the area.  Could you tell me ‘bout the neighborhood? Uh.. this is-- I think they have a gated area here, and there’s patrols that goes around and check on in everybody. Okay. Well, there’s a- a restaurant down this road that’s pretty good. Oh, okay. Oh.  We could show ya ‘round sometime, or do you have a car or anything? Yeah, I do. Oh, okay.  Yeah, we could show you around everywhere. Oh, okay.  Great. <laughs> Uh..-- Uh.. so what is- what is the landlord like? Oh, all right.  Uh.. he’s outgoing. Oh, okay.  Good. Uh.. well, so you’re on-- live on the second floor?  All right.  I- I live on the first floor. Okay.  yeah, I’m on the second floor. That’s good.  That’s good.  Well, have a nice day. Would you say that the building is generally quiet? Uh.. yes, it is. Good. You could have some pets. Oh, okay.  Cool. Yeah.  Like, uh.. fishes or anything. Mm, okay. Okay.  So all the people are pretty nice around here too. Oh, good.  Good. ‘Cause they have parties sometimes.  Like New Year’s parties and all the other parties. Oh, okay.  Well, it was nice meeting you. Nice to meet you too, Interviewer.", All right.  I’ll see ya ‘round.
