text,target
"  Hi, this is Interviewer, the landlady. Hi, Interviewer, this is Patient in Apartment 3408, and I contacted uh.. service, the maintenance to fix a leak in my apartment and I've not heard anything back and it's actually getting worse.  Do you know uh.. what the status is of that? Yeah, I'm sorry, uhm.. I haven't had enough time to get over to fix it.  I've just been very busy. Okay, uhm.. I'm just concerned that it's going to, the leak's going to get bigger and it's going to cause damage inside the apartment, so uh.. is there any way you could make that uh.. maybe a priority? Yeah, uhm.. I do have a list.  You're on the list, but there are other problems right now that are ahead of yours that are more serious. Okay, so- so if something does happen and the leak gets bad, where it's damaging the floor and the walls in my apartment, uh.. can that be upgraded?  Do I need to call y'all or make an emergency call?  What do I need to do?"," Yeah, uhm.. good question.  We will certainly fix, uhm.. any of the damage, uhm.. but wow, yeah, it didn't sound that bad the last time you called.  Uh.. what's-- can you tell me a little more about what's going on?"
"  Hi, this is Interviewer, the landlady. Hi, Interviewer, this is Patient in Apartment 3408, and I contacted uh.. service, the maintenance to fix a leak in my apartment and I've not heard anything back and it's actually getting worse.  Do you know uh.. what the status is of that? Yeah, I'm sorry, uhm.. I haven't had enough time to get over to fix it.  I've just been very busy. Okay, uhm.. I'm just concerned that it's going to, the leak's going to get bigger and it's going to cause damage inside the apartment, so uh.. is there any way you could make that uh.. maybe a priority? Yeah, uhm.. I do have a list.  You're on the list, but there are other problems right now that are ahead of yours that are more serious. Okay, so- so if something does happen and the leak gets bad, where it's damaging the floor and the walls in my apartment, uh.. can that be upgraded?  Do I need to call y'all or make an emergency call?  What do I need to do? Yeah, uhm.. good question.  We will certainly fix, uhm.. any of the damage, uhm.. but wow, yeah, it didn't sound that bad the last time you called.  Uh.. what's-- can you tell me a little more about what's going on? Yeah, because there was a leak and uh.. since it's still been leaking it's causing more damage, uh.. and I'm afraid it's going to, you know, come through the sheetrock and everything.", Uhm.. okay.
"  Hi, this is Interviewer, the landlady. Hi, Interviewer, this is Patient in Apartment 3408, and I contacted uh.. service, the maintenance to fix a leak in my apartment and I've not heard anything back and it's actually getting worse.  Do you know uh.. what the status is of that? Yeah, I'm sorry, uhm.. I haven't had enough time to get over to fix it.  I've just been very busy. Okay, uhm.. I'm just concerned that it's going to, the leak's going to get bigger and it's going to cause damage inside the apartment, so uh.. is there any way you could make that uh.. maybe a priority? Yeah, uhm.. I do have a list.  You're on the list, but there are other problems right now that are ahead of yours that are more serious. Okay, so- so if something does happen and the leak gets bad, where it's damaging the floor and the walls in my apartment, uh.. can that be upgraded?  Do I need to call y'all or make an emergency call?  What do I need to do? Yeah, uhm.. good question.  We will certainly fix, uhm.. any of the damage, uhm.. but wow, yeah, it didn't sound that bad the last time you called.  Uh.. what's-- can you tell me a little more about what's going on? Yeah, because there was a leak and uh.. since it's still been leaking it's causing more damage, uh.. and I'm afraid it's going to, you know, come through the sheetrock and everything. Uhm.. okay. So when do you think they might be able to come out and get that done?"," Yeah, uhm.. it might take me about a week, maybe even two weeks, before I'll have time to fix it."
"  Hi, this is Interviewer, the landlady. Hi, Interviewer, this is Patient in Apartment 3408, and I contacted uh.. service, the maintenance to fix a leak in my apartment and I've not heard anything back and it's actually getting worse.  Do you know uh.. what the status is of that? Yeah, I'm sorry, uhm.. I haven't had enough time to get over to fix it.  I've just been very busy. Okay, uhm.. I'm just concerned that it's going to, the leak's going to get bigger and it's going to cause damage inside the apartment, so uh.. is there any way you could make that uh.. maybe a priority? Yeah, uhm.. I do have a list.  You're on the list, but there are other problems right now that are ahead of yours that are more serious. Okay, so- so if something does happen and the leak gets bad, where it's damaging the floor and the walls in my apartment, uh.. can that be upgraded?  Do I need to call y'all or make an emergency call?  What do I need to do? Yeah, uhm.. good question.  We will certainly fix, uhm.. any of the damage, uhm.. but wow, yeah, it didn't sound that bad the last time you called.  Uh.. what's-- can you tell me a little more about what's going on? Yeah, because there was a leak and uh.. since it's still been leaking it's causing more damage, uh.. and I'm afraid it's going to, you know, come through the sheetrock and everything. Uhm.. okay. So when do you think they might be able to come out and get that done? Yeah, uhm.. it might take me about a week, maybe even two weeks, before I'll have time to fix it.wer: Thanks, yeah, real quick, I'm sorry, before I let you go, uhm.. can you tell me what you've done about the problem so far?"," Okay, that sounds good."
"  Hi, this is Interviewer, the landlady. Hi, Interviewer, this is Patient in Apartment 3408, and I contacted uh.. service, the maintenance to fix a leak in my apartment and I've not heard anything back and it's actually getting worse.  Do you know uh.. what the status is of that? Yeah, I'm sorry, uhm.. I haven't had enough time to get over to fix it.  I've just been very busy. Okay, uhm.. I'm just concerned that it's going to, the leak's going to get bigger and it's going to cause damage inside the apartment, so uh.. is there any way you could make that uh.. maybe a priority? Yeah, uhm.. I do have a list.  You're on the list, but there are other problems right now that are ahead of yours that are more serious. Okay, so- so if something does happen and the leak gets bad, where it's damaging the floor and the walls in my apartment, uh.. can that be upgraded?  Do I need to call y'all or make an emergency call?  What do I need to do? Yeah, uhm.. good question.  We will certainly fix, uhm.. any of the damage, uhm.. but wow, yeah, it didn't sound that bad the last time you called.  Uh.. what's-- can you tell me a little more about what's going on? Yeah, because there was a leak and uh.. since it's still been leaking it's causing more damage, uh.. and I'm afraid it's going to, you know, come through the sheetrock and everything. Uhm.. okay. So when do you think they might be able to come out and get that done? Yeah, uhm.. it might take me about a week, maybe even two weeks, before I'll have time to fix it.wer: Thanks, yeah, real quick, I'm sorry, before I let you go, uhm.. can you tell me what you've done about the problem so far? Okay, that sounds good. Uh.. just basically, you know, try to keep it dry, I've put a fan on there where it's leaking and uh.. to try to keep it dry so uh.. it won't make a hole in the wall."," Okay, all right, yeah, that's a good idea.  Okay, uhm.. I then will let you go and will talk soon, okay?"
"  Hi, this is Interviewer, the landlady. Hi, Interviewer, this is Patient in Apartment 3408, and I contacted uh.. service, the maintenance to fix a leak in my apartment and I've not heard anything back and it's actually getting worse.  Do you know uh.. what the status is of that? Yeah, I'm sorry, uhm.. I haven't had enough time to get over to fix it.  I've just been very busy. Okay, uhm.. I'm just concerned that it's going to, the leak's going to get bigger and it's going to cause damage inside the apartment, so uh.. is there any way you could make that uh.. maybe a priority? Yeah, uhm.. I do have a list.  You're on the list, but there are other problems right now that are ahead of yours that are more serious. Okay, so- so if something does happen and the leak gets bad, where it's damaging the floor and the walls in my apartment, uh.. can that be upgraded?  Do I need to call y'all or make an emergency call?  What do I need to do? Yeah, uhm.. good question.  We will certainly fix, uhm.. any of the damage, uhm.. but wow, yeah, it didn't sound that bad the last time you called.  Uh.. what's-- can you tell me a little more about what's going on? Yeah, because there was a leak and uh.. since it's still been leaking it's causing more damage, uh.. and I'm afraid it's going to, you know, come through the sheetrock and everything. Uhm.. okay. So when do you think they might be able to come out and get that done? Yeah, uhm.. it might take me about a week, maybe even two weeks, before I'll have time to fix it.wer: Thanks, yeah, real quick, I'm sorry, before I let you go, uhm.. can you tell me what you've done about the problem so far? Okay, that sounds good. Uh.. just basically, you know, try to keep it dry, I've put a fan on there where it's leaking and uh.. to try to keep it dry so uh.. it won't make a hole in the wall. Okay, all right, yeah, that's a good idea.  Okay, uhm.. I then will let you go and will talk soon, okay? Bye-bye."," All right, thanks, bye."
 ," Hi.  This is Interviewer, the landlady."
"  Hi.  This is Interviewer, the landlady. Hi, Interviewer.  This is Mr. Patient.  I don’t know if you got my message a couple days ago, but uh.. the leak has gotten much worse, and I’m afraid there’s gonna be quite a bit of damage, not only to my apartment but also the structure of the building.  Uhm.. can you come as soon as possible to get this fixed?  Because it’s only getting worse.", I’m sorry.  I haven’t had enough time to get over to fix it.  I’ve been very busy.
"  Hi.  This is Interviewer, the landlady. Hi, Interviewer.  This is Mr. Patient.  I don’t know if you got my message a couple days ago, but uh.. the leak has gotten much worse, and I’m afraid there’s gonna be quite a bit of damage, not only to my apartment but also the structure of the building.  Uhm.. can you come as soon as possible to get this fixed?  Because it’s only getting worse. I’m sorry.  I haven’t had enough time to get over to fix it.  I’ve been very busy. Yeah, no.  I- I- I could certainly understand that.  I’m not the only apartment and I’m sure other people have issues too.  That said, uhm.. this almost is an emergency.  We certainly don’t wanna reach it uh.. reach really uh.. a dire emergency.  So, you know, I guess you hafta pick amongst the critical uh.. things that you have and I can’t imagine something more uh.. much more critical than this, so I hope you consider this as a priority."," Well, I don’t know what I can do about your problem right now."
"  Hi.  This is Interviewer, the landlady. Hi, Interviewer.  This is Mr. Patient.  I don’t know if you got my message a couple days ago, but uh.. the leak has gotten much worse, and I’m afraid there’s gonna be quite a bit of damage, not only to my apartment but also the structure of the building.  Uhm.. can you come as soon as possible to get this fixed?  Because it’s only getting worse. I’m sorry.  I haven’t had enough time to get over to fix it.  I’ve been very busy. Yeah, no.  I- I- I could certainly understand that.  I’m not the only apartment and I’m sure other people have issues too.  That said, uhm.. this almost is an emergency.  We certainly don’t wanna reach it uh.. reach really uh.. a dire emergency.  So, you know, I guess you hafta pick amongst the critical uh.. things that you have and I can’t imagine something more uh.. much more critical than this, so I hope you consider this as a priority. Well, I don’t know what I can do about your problem right now. Okay.  Well, why don’t we schedule-- uhm.. I- I’m pretty flexible.  I can be there, and actually I don’t even need to be there, so why don’t we schedule uh.. a time when you can uhm.. address the situation?  Can we set a time for that?"," <sighs> Well, I have a list and you’re on the list, but there are other problems that are just more serious."
"  Hi.  This is Interviewer, the landlady. Hi, Interviewer.  This is Mr. Patient.  I don’t know if you got my message a couple days ago, but uh.. the leak has gotten much worse, and I’m afraid there’s gonna be quite a bit of damage, not only to my apartment but also the structure of the building.  Uhm.. can you come as soon as possible to get this fixed?  Because it’s only getting worse. I’m sorry.  I haven’t had enough time to get over to fix it.  I’ve been very busy. Yeah, no.  I- I- I could certainly understand that.  I’m not the only apartment and I’m sure other people have issues too.  That said, uhm.. this almost is an emergency.  We certainly don’t wanna reach it uh.. reach really uh.. a dire emergency.  So, you know, I guess you hafta pick amongst the critical uh.. things that you have and I can’t imagine something more uh.. much more critical than this, so I hope you consider this as a priority. Well, I don’t know what I can do about your problem right now. Okay.  Well, why don’t we schedule-- uhm.. I- I’m pretty flexible.  I can be there, and actually I don’t even need to be there, so why don’t we schedule uh.. a time when you can uhm.. address the situation?  Can we set a time for that? <sighs> Well, I have a list and you’re on the list, but there are other problems that are just more serious. Okay.  Well, I-- you know, I can certainly appreciate and understand that, and I know you’re short of help.  Uhm.. is there anything that I can do to expedite uhm.. your uh.. you know, your repair of the situation?  What can I do to make it uh.. move, you know, swifter?"," Well, I do all the repairs myself for the whole building."
"  Hi.  This is Interviewer, the landlady. Hi, Interviewer.  This is Mr. Patient.  I don’t know if you got my message a couple days ago, but uh.. the leak has gotten much worse, and I’m afraid there’s gonna be quite a bit of damage, not only to my apartment but also the structure of the building.  Uhm.. can you come as soon as possible to get this fixed?  Because it’s only getting worse. I’m sorry.  I haven’t had enough time to get over to fix it.  I’ve been very busy. Yeah, no.  I- I- I could certainly understand that.  I’m not the only apartment and I’m sure other people have issues too.  That said, uhm.. this almost is an emergency.  We certainly don’t wanna reach it uh.. reach really uh.. a dire emergency.  So, you know, I guess you hafta pick amongst the critical uh.. things that you have and I can’t imagine something more uh.. much more critical than this, so I hope you consider this as a priority. Well, I don’t know what I can do about your problem right now. Okay.  Well, why don’t we schedule-- uhm.. I- I’m pretty flexible.  I can be there, and actually I don’t even need to be there, so why don’t we schedule uh.. a time when you can uhm.. address the situation?  Can we set a time for that? <sighs> Well, I have a list and you’re on the list, but there are other problems that are just more serious. Okay.  Well, I-- you know, I can certainly appreciate and understand that, and I know you’re short of help.  Uhm.. is there anything that I can do to expedite uhm.. your uh.. you know, your repair of the situation?  What can I do to make it uh.. move, you know, swifter? Well, I do all the repairs myself for the whole building. Well, okay.  Then uhm.. I hope you, you know, it’s important to get this done, because, again, it’s only gonna result in more damage and I’m sure you and the owner do not want more damage than is absolutely necessary.  So uh.. I’m sure you’ll take care of it.", So what have you done about the problem so far?
"  Hi.  This is Interviewer, the landlady. Hi, Interviewer.  This is Mr. Patient.  I don’t know if you got my message a couple days ago, but uh.. the leak has gotten much worse, and I’m afraid there’s gonna be quite a bit of damage, not only to my apartment but also the structure of the building.  Uhm.. can you come as soon as possible to get this fixed?  Because it’s only getting worse. I’m sorry.  I haven’t had enough time to get over to fix it.  I’ve been very busy. Yeah, no.  I- I- I could certainly understand that.  I’m not the only apartment and I’m sure other people have issues too.  That said, uhm.. this almost is an emergency.  We certainly don’t wanna reach it uh.. reach really uh.. a dire emergency.  So, you know, I guess you hafta pick amongst the critical uh.. things that you have and I can’t imagine something more uh.. much more critical than this, so I hope you consider this as a priority. Well, I don’t know what I can do about your problem right now. Okay.  Well, why don’t we schedule-- uhm.. I- I’m pretty flexible.  I can be there, and actually I don’t even need to be there, so why don’t we schedule uh.. a time when you can uhm.. address the situation?  Can we set a time for that? <sighs> Well, I have a list and you’re on the list, but there are other problems that are just more serious. Okay.  Well, I-- you know, I can certainly appreciate and understand that, and I know you’re short of help.  Uhm.. is there anything that I can do to expedite uhm.. your uh.. you know, your repair of the situation?  What can I do to make it uh.. move, you know, swifter? Well, I do all the repairs myself for the whole building. Well, okay.  Then uhm.. I hope you, you know, it’s important to get this done, because, again, it’s only gonna result in more damage and I’m sure you and the owner do not want more damage than is absolutely necessary.  So uh.. I’m sure you’ll take care of it. So what have you done about the problem so far? Well, there’s not-- well, the only thing I can do is uh.. mitigate the damage.  So I’ve actually, since it’s gotten much worse, I’ve moved uhm.. a couple of pieces of furniture away so it’s not damaged, but, you know, there’s nothing I could do about the ceiling.  That’s- that’s something that, you know, you’re gonna hafta deal with.", 
 ," Hi, this is Interviewer, the landlady."
"  Hi, this is Interviewer, the landlady. Hi, Interviewer, this is uh.. Patient from 1305.  How are you today?"," I'm good, how are you?"
"  Hi, this is Interviewer, the landlady. Hi, Interviewer, this is uh.. Patient from 1305.  How are you today? I'm good, how are you? Uh.. I'm doing okay.  Uhm.. I was just calling to check in and see when you were going to come over and uhm.. fix the leak that was in the ceiling that we talked about yesterday?"," Uhm.. yeah, sorry, I haven't had enough time to get over to fix it.  I've just been very busy."
"  Hi, this is Interviewer, the landlady. Hi, Interviewer, this is uh.. Patient from 1305.  How are you today? I'm good, how are you? Uh.. I'm doing okay.  Uhm.. I was just calling to check in and see when you were going to come over and uhm.. fix the leak that was in the ceiling that we talked about yesterday? Uhm.. yeah, sorry, I haven't had enough time to get over to fix it.  I've just been very busy. I understand.  Uhm.. it- it-- the- the leak has gotten much worse, uhm.. it's, like- like I have to switch out pans every few hours, uhm.. so uh.. do- do you have an estimated date or not date, but uh.. time when you'll be able to come out here, cause this is kind of urgent.  I don't want to- I don't want to get water damage."," Okay, uhm.. yeah, I just have a lot of other tenants with problems that are ahead of yours right now."
