text,target
" Hi. Hi.wer: Yeah, nice to meet you, my name's Interviewer. <laughs>wer: Uh.. I moved from Kentucky. Oh, I have a new job here so I just moved.wer: I'm a nurse. I work in the hospital up the street. All right, that's nice. Yeah. <laughs> Mm, well, welcome to the neighborhood.  It's a very uhm.. friendly neighborhood.  There's uh.. we have a pool and a barbeque area. Oh.wer: Yeah, that sounds awesome.  It sounds like a really tightknit community. Nice.wer: Uhm.. yeah, I'll be living by myself for now.  Maybe in the future my husband will come but we're still deciding. Thanks. <laughs> It was so nice of you introducing yourself, since I don't know anyone here. Okay, well- well maybe we can do some socializing.  We'll do-- get together or do some- something in the future. Yeah that'd be awesome since I don't know anyone.  It's always great to meet new people.wer: Yeah, I love hiking, anything outdoors. ...I'm into or...wer: Yeah I would be down for all of those things.", <laughs>
" Hi. Hi.wer: Yeah, nice to meet you, my name's Interviewer. <laughs>wer: Uh.. I moved from Kentucky. Oh, I have a new job here so I just moved.wer: I'm a nurse. I work in the hospital up the street. All right, that's nice. Yeah. <laughs> Mm, well, welcome to the neighborhood.  It's a very uhm.. friendly neighborhood.  There's uh.. we have a pool and a barbeque area. Oh.wer: Yeah, that sounds awesome.  It sounds like a really tightknit community. Nice.wer: Uhm.. yeah, I'll be living by myself for now.  Maybe in the future my husband will come but we're still deciding. Thanks. <laughs> It was so nice of you introducing yourself, since I don't know anyone here. Okay, well- well maybe we can do some socializing.  We'll do-- get together or do some- something in the future. Yeah that'd be awesome since I don't know anyone.  It's always great to meet new people.wer: Yeah, I love hiking, anything outdoors. ...I'm into or...wer: Yeah I would be down for all of those things. <laughs> That's nice.", That'd be awesome.
" Hi. Hi.wer: Yeah, nice to meet you, my name's Interviewer. <laughs>wer: Uh.. I moved from Kentucky. Oh, I have a new job here so I just moved.wer: I'm a nurse. I work in the hospital up the street. All right, that's nice. Yeah. <laughs> Mm, well, welcome to the neighborhood.  It's a very uhm.. friendly neighborhood.  There's uh.. we have a pool and a barbeque area. Oh.wer: Yeah, that sounds awesome.  It sounds like a really tightknit community. Nice.wer: Uhm.. yeah, I'll be living by myself for now.  Maybe in the future my husband will come but we're still deciding. Thanks. <laughs> It was so nice of you introducing yourself, since I don't know anyone here. Okay, well- well maybe we can do some socializing.  We'll do-- get together or do some- something in the future. Yeah that'd be awesome since I don't know anyone.  It's always great to meet new people.wer: Yeah, I love hiking, anything outdoors. ...I'm into or...wer: Yeah I would be down for all of those things. <laughs> That's nice. That'd be awesome.wer: I- I have a question for you.", Before you leave...
" Hi. Hi.wer: Yeah, nice to meet you, my name's Interviewer. <laughs>wer: Uh.. I moved from Kentucky. Oh, I have a new job here so I just moved.wer: I'm a nurse. I work in the hospital up the street. All right, that's nice. Yeah. <laughs> Mm, well, welcome to the neighborhood.  It's a very uhm.. friendly neighborhood.  There's uh.. we have a pool and a barbeque area. Oh.wer: Yeah, that sounds awesome.  It sounds like a really tightknit community. Nice.wer: Uhm.. yeah, I'll be living by myself for now.  Maybe in the future my husband will come but we're still deciding. Thanks. <laughs> It was so nice of you introducing yourself, since I don't know anyone here. Okay, well- well maybe we can do some socializing.  We'll do-- get together or do some- something in the future. Yeah that'd be awesome since I don't know anyone.  It's always great to meet new people.wer: Yeah, I love hiking, anything outdoors. ...I'm into or...wer: Yeah I would be down for all of those things. <laughs> That's nice. That'd be awesome.wer: I- I have a question for you. Before you leave... He can be a little fussy but he's all right if you just keep things on the up and up, if you just pay your rent on time and you, uhm.. and if you ask for things in advance, like if you're having, uhm.. a party and you're going to make a noise and-- or you want to use the community room, you can book it in advance, but yeah, he's all right."," Okay, well that's good to know."
" Hi. Hi.wer: Yeah, nice to meet you, my name's Interviewer. <laughs>wer: Uh.. I moved from Kentucky. Oh, I have a new job here so I just moved.wer: I'm a nurse. I work in the hospital up the street. All right, that's nice. Yeah. <laughs> Mm, well, welcome to the neighborhood.  It's a very uhm.. friendly neighborhood.  There's uh.. we have a pool and a barbeque area. Oh.wer: Yeah, that sounds awesome.  It sounds like a really tightknit community. Nice.wer: Uhm.. yeah, I'll be living by myself for now.  Maybe in the future my husband will come but we're still deciding. Thanks. <laughs> It was so nice of you introducing yourself, since I don't know anyone here. Okay, well- well maybe we can do some socializing.  We'll do-- get together or do some- something in the future. Yeah that'd be awesome since I don't know anyone.  It's always great to meet new people.wer: Yeah, I love hiking, anything outdoors. ...I'm into or...wer: Yeah I would be down for all of those things. <laughs> That's nice. That'd be awesome.wer: I- I have a question for you. Before you leave... He can be a little fussy but he's all right if you just keep things on the up and up, if you just pay your rent on time and you, uhm.. and if you ask for things in advance, like if you're having, uhm.. a party and you're going to make a noise and-- or you want to use the community room, you can book it in advance, but yeah, he's all right. Okay, well that's good to know.wer: That will be helpful."," All right, well, I don't want to hold you up anymore."
" Hi. Hi.wer: Yeah, nice to meet you, my name's Interviewer. <laughs>wer: Uh.. I moved from Kentucky. Oh, I have a new job here so I just moved.wer: I'm a nurse. I work in the hospital up the street. All right, that's nice. Yeah. <laughs> Mm, well, welcome to the neighborhood.  It's a very uhm.. friendly neighborhood.  There's uh.. we have a pool and a barbeque area. Oh.wer: Yeah, that sounds awesome.  It sounds like a really tightknit community. Nice.wer: Uhm.. yeah, I'll be living by myself for now.  Maybe in the future my husband will come but we're still deciding. Thanks. <laughs> It was so nice of you introducing yourself, since I don't know anyone here. Okay, well- well maybe we can do some socializing.  We'll do-- get together or do some- something in the future. Yeah that'd be awesome since I don't know anyone.  It's always great to meet new people.wer: Yeah, I love hiking, anything outdoors. ...I'm into or...wer: Yeah I would be down for all of those things. <laughs> That's nice. That'd be awesome.wer: I- I have a question for you. Before you leave... He can be a little fussy but he's all right if you just keep things on the up and up, if you just pay your rent on time and you, uhm.. and if you ask for things in advance, like if you're having, uhm.. a party and you're going to make a noise and-- or you want to use the community room, you can book it in advance, but yeah, he's all right. Okay, well that's good to know.wer: That will be helpful. All right, well, I don't want to hold you up anymore.wer: So thanks for introducing yourself.", Bye.
 Okay., 
 Okay.  Hi. My name’s Patient. Are you just moving in?," Hi. Yes, I am."
" Okay.  Hi. My name’s Patient. Are you just moving in? Hi. Yes, I am. Oh, well, nice to meet you. What’s your name?", Nice to meet you too. My name is Interviewer.
" Okay.  Hi. My name’s Patient. Are you just moving in? Hi. Yes, I am. Oh, well, nice to meet you. What’s your name? Nice to meet you too. My name is Interviewer. Hi, Interviewer. Well, I live right across from you. Do you need help with anything?"," Oh, you’re so sweet to offer. Uhm.. I had a couple uh.. mover people uh.. come in and help and my boyfriend just left."
" Okay.  Hi. My name’s Patient. Are you just moving in? Hi. Yes, I am. Oh, well, nice to meet you. What’s your name? Nice to meet you too. My name is Interviewer. Hi, Interviewer. Well, I live right across from you. Do you need help with anything? Oh, you’re so sweet to offer. Uhm.. I had a couple uh.. mover people uh.. come in and help and my boyfriend just left. Oh, okay. Are you guys-- is he gonna be living with you?"," No, no. I’ll just be living alone."
" Okay.  Hi. My name’s Patient. Are you just moving in? Hi. Yes, I am. Oh, well, nice to meet you. What’s your name? Nice to meet you too. My name is Interviewer. Hi, Interviewer. Well, I live right across from you. Do you need help with anything? Oh, you’re so sweet to offer. Uhm.. I had a couple uh.. mover people uh.. come in and help and my boyfriend just left. Oh, okay. Are you guys-- is he gonna be living with you? No, no. I’ll just be living alone. Oh, okay. Well, if you need anything at all, you let me know. I’m right across the hall. If you ever need to borrow something or you need help with anything, I’m here."," Aw, you’re so sweet to offer. Thank you. I’ll- I’ll definitely probably take you up on that in like a few days."
" Okay.  Hi. My name’s Patient. Are you just moving in? Hi. Yes, I am. Oh, well, nice to meet you. What’s your name? Nice to meet you too. My name is Interviewer. Hi, Interviewer. Well, I live right across from you. Do you need help with anything? Oh, you’re so sweet to offer. Uhm.. I had a couple uh.. mover people uh.. come in and help and my boyfriend just left. Oh, okay. Are you guys-- is he gonna be living with you? No, no. I’ll just be living alone. Oh, okay. Well, if you need anything at all, you let me know. I’m right across the hall. If you ever need to borrow something or you need help with anything, I’m here. Aw, you’re so sweet to offer. Thank you. I’ll- I’ll definitely probably take you up on that in like a few days. Okay. Well, when you get all settled, maybe we can get a bite to eat or if you have any questions about the neighborhood or you want to know where to uhm.. eat-- I don't know, have you-- are you familiar with this neighborhood?"," Yeah. No, I’m uh.. completely new to this area. Can you tell me more?"
" Okay.  Hi. My name’s Patient. Are you just moving in? Hi. Yes, I am. Oh, well, nice to meet you. What’s your name? Nice to meet you too. My name is Interviewer. Hi, Interviewer. Well, I live right across from you. Do you need help with anything? Oh, you’re so sweet to offer. Uhm.. I had a couple uh.. mover people uh.. come in and help and my boyfriend just left. Oh, okay. Are you guys-- is he gonna be living with you? No, no. I’ll just be living alone. Oh, okay. Well, if you need anything at all, you let me know. I’m right across the hall. If you ever need to borrow something or you need help with anything, I’m here. Aw, you’re so sweet to offer. Thank you. I’ll- I’ll definitely probably take you up on that in like a few days. Okay. Well, when you get all settled, maybe we can get a bite to eat or if you have any questions about the neighborhood or you want to know where to uhm.. eat-- I don't know, have you-- are you familiar with this neighborhood? Yeah. No, I’m uh.. completely new to this area. Can you tell me more? Yeah, sure. Well, uhm.. this is Newburg. It’s called wine-- like, the wine central of Oregon. Uhm.. a lot of-- there’s a lot of like farm stands and family owned businesses and a lot of uhm.. kind of family owned restaurants. So, the food is really good.", Ooh.
" Okay.  Hi. My name’s Patient. Are you just moving in? Hi. Yes, I am. Oh, well, nice to meet you. What’s your name? Nice to meet you too. My name is Interviewer. Hi, Interviewer. Well, I live right across from you. Do you need help with anything? Oh, you’re so sweet to offer. Uhm.. I had a couple uh.. mover people uh.. come in and help and my boyfriend just left. Oh, okay. Are you guys-- is he gonna be living with you? No, no. I’ll just be living alone. Oh, okay. Well, if you need anything at all, you let me know. I’m right across the hall. If you ever need to borrow something or you need help with anything, I’m here. Aw, you’re so sweet to offer. Thank you. I’ll- I’ll definitely probably take you up on that in like a few days. Okay. Well, when you get all settled, maybe we can get a bite to eat or if you have any questions about the neighborhood or you want to know where to uhm.. eat-- I don't know, have you-- are you familiar with this neighborhood? Yeah. No, I’m uh.. completely new to this area. Can you tell me more? Yeah, sure. Well, uhm.. this is Newburg. It’s called wine-- like, the wine central of Oregon. Uhm.. a lot of-- there’s a lot of like farm stands and family owned businesses and a lot of uhm.. kind of family owned restaurants. So, the food is really good. Ooh. Uh.. there’s not a lot of restaurants, but what we do have is really good and uhm.. I know there’s the quarantine happening right now, uhm.. but most of the restaurants are offering takeout and there’s lots of pretty parks you can go and eat your meal."," Ooh, that sounds awesome."
" Okay.  Hi. My name’s Patient. Are you just moving in? Hi. Yes, I am. Oh, well, nice to meet you. What’s your name? Nice to meet you too. My name is Interviewer. Hi, Interviewer. Well, I live right across from you. Do you need help with anything? Oh, you’re so sweet to offer. Uhm.. I had a couple uh.. mover people uh.. come in and help and my boyfriend just left. Oh, okay. Are you guys-- is he gonna be living with you? No, no. I’ll just be living alone. Oh, okay. Well, if you need anything at all, you let me know. I’m right across the hall. If you ever need to borrow something or you need help with anything, I’m here. Aw, you’re so sweet to offer. Thank you. I’ll- I’ll definitely probably take you up on that in like a few days. Okay. Well, when you get all settled, maybe we can get a bite to eat or if you have any questions about the neighborhood or you want to know where to uhm.. eat-- I don't know, have you-- are you familiar with this neighborhood? Yeah. No, I’m uh.. completely new to this area. Can you tell me more? Yeah, sure. Well, uhm.. this is Newburg. It’s called wine-- like, the wine central of Oregon. Uhm.. a lot of-- there’s a lot of like farm stands and family owned businesses and a lot of uhm.. kind of family owned restaurants. So, the food is really good. Ooh. Uh.. there’s not a lot of restaurants, but what we do have is really good and uhm.. I know there’s the quarantine happening right now, uhm.. but most of the restaurants are offering takeout and there’s lots of pretty parks you can go and eat your meal. Ooh, that sounds awesome.wer: Yeah, it sounds really-- it sounds really uh.. bustling here."," Oh, great. That sounds so nice. Uhm.. it’s..."
" Okay.  Hi. My name’s Patient. Are you just moving in? Hi. Yes, I am. Oh, well, nice to meet you. What’s your name? Nice to meet you too. My name is Interviewer. Hi, Interviewer. Well, I live right across from you. Do you need help with anything? Oh, you’re so sweet to offer. Uhm.. I had a couple uh.. mover people uh.. come in and help and my boyfriend just left. Oh, okay. Are you guys-- is he gonna be living with you? No, no. I’ll just be living alone. Oh, okay. Well, if you need anything at all, you let me know. I’m right across the hall. If you ever need to borrow something or you need help with anything, I’m here. Aw, you’re so sweet to offer. Thank you. I’ll- I’ll definitely probably take you up on that in like a few days. Okay. Well, when you get all settled, maybe we can get a bite to eat or if you have any questions about the neighborhood or you want to know where to uhm.. eat-- I don't know, have you-- are you familiar with this neighborhood? Yeah. No, I’m uh.. completely new to this area. Can you tell me more? Yeah, sure. Well, uhm.. this is Newburg. It’s called wine-- like, the wine central of Oregon. Uhm.. a lot of-- there’s a lot of like farm stands and family owned businesses and a lot of uhm.. kind of family owned restaurants. So, the food is really good. Ooh. Uh.. there’s not a lot of restaurants, but what we do have is really good and uhm.. I know there’s the quarantine happening right now, uhm.. but most of the restaurants are offering takeout and there’s lots of pretty parks you can go and eat your meal. Ooh, that sounds awesome.wer: Yeah, it sounds really-- it sounds really uh.. bustling here. Oh, great. That sounds so nice. Uhm.. it’s... Oh, I’m glad. Well, I hope you enjoy it. I’ll let you get back to your unpacking and again, my name’s Patient and I’m just right over here. So, I work part-time. So, I’m usually home. So, let me know if you need anything."," Oh, awesome. Yeah, I actually do have a quick question for you. So, uhm.. I need to uhm.. figure out uhm.. how to get like a new phone and uhm.. call for cable and whatnot. So, like how do I even start that process?"
" Okay.  Hi. My name’s Patient. Are you just moving in? Hi. Yes, I am. Oh, well, nice to meet you. What’s your name? Nice to meet you too. My name is Interviewer. Hi, Interviewer. Well, I live right across from you. Do you need help with anything? Oh, you’re so sweet to offer. Uhm.. I had a couple uh.. mover people uh.. come in and help and my boyfriend just left. Oh, okay. Are you guys-- is he gonna be living with you? No, no. I’ll just be living alone. Oh, okay. Well, if you need anything at all, you let me know. I’m right across the hall. If you ever need to borrow something or you need help with anything, I’m here. Aw, you’re so sweet to offer. Thank you. I’ll- I’ll definitely probably take you up on that in like a few days. Okay. Well, when you get all settled, maybe we can get a bite to eat or if you have any questions about the neighborhood or you want to know where to uhm.. eat-- I don't know, have you-- are you familiar with this neighborhood? Yeah. No, I’m uh.. completely new to this area. Can you tell me more? Yeah, sure. Well, uhm.. this is Newburg. It’s called wine-- like, the wine central of Oregon. Uhm.. a lot of-- there’s a lot of like farm stands and family owned businesses and a lot of uhm.. kind of family owned restaurants. So, the food is really good. Ooh. Uh.. there’s not a lot of restaurants, but what we do have is really good and uhm.. I know there’s the quarantine happening right now, uhm.. but most of the restaurants are offering takeout and there’s lots of pretty parks you can go and eat your meal. Ooh, that sounds awesome.wer: Yeah, it sounds really-- it sounds really uh.. bustling here. Oh, great. That sounds so nice. Uhm.. it’s... Oh, I’m glad. Well, I hope you enjoy it. I’ll let you get back to your unpacking and again, my name’s Patient and I’m just right over here. So, I work part-time. So, I’m usually home. So, let me know if you need anything. Oh, awesome. Yeah, I actually do have a quick question for you. So, uhm.. I need to uhm.. figure out uhm.. how to get like a new phone and uhm.. call for cable and whatnot. So, like how do I even start that process? Uhm.. like a house phone, you mean?", Mm-hmm.
" Okay.  Hi. My name’s Patient. Are you just moving in? Hi. Yes, I am. Oh, well, nice to meet you. What’s your name? Nice to meet you too. My name is Interviewer. Hi, Interviewer. Well, I live right across from you. Do you need help with anything? Oh, you’re so sweet to offer. Uhm.. I had a couple uh.. mover people uh.. come in and help and my boyfriend just left. Oh, okay. Are you guys-- is he gonna be living with you? No, no. I’ll just be living alone. Oh, okay. Well, if you need anything at all, you let me know. I’m right across the hall. If you ever need to borrow something or you need help with anything, I’m here. Aw, you’re so sweet to offer. Thank you. I’ll- I’ll definitely probably take you up on that in like a few days. Okay. Well, when you get all settled, maybe we can get a bite to eat or if you have any questions about the neighborhood or you want to know where to uhm.. eat-- I don't know, have you-- are you familiar with this neighborhood? Yeah. No, I’m uh.. completely new to this area. Can you tell me more? Yeah, sure. Well, uhm.. this is Newburg. It’s called wine-- like, the wine central of Oregon. Uhm.. a lot of-- there’s a lot of like farm stands and family owned businesses and a lot of uhm.. kind of family owned restaurants. So, the food is really good. Ooh. Uh.. there’s not a lot of restaurants, but what we do have is really good and uhm.. I know there’s the quarantine happening right now, uhm.. but most of the restaurants are offering takeout and there’s lots of pretty parks you can go and eat your meal. Ooh, that sounds awesome.wer: Yeah, it sounds really-- it sounds really uh.. bustling here. Oh, great. That sounds so nice. Uhm.. it’s... Oh, I’m glad. Well, I hope you enjoy it. I’ll let you get back to your unpacking and again, my name’s Patient and I’m just right over here. So, I work part-time. So, I’m usually home. So, let me know if you need anything. Oh, awesome. Yeah, I actually do have a quick question for you. So, uhm.. I need to uhm.. figure out uhm.. how to get like a new phone and uhm.. call for cable and whatnot. So, like how do I even start that process? Uhm.. like a house phone, you mean? Mm-hmm. Uhm.. well, there’s uh.. we have a couple of like cable/internet/phone providers up here. The main ones are Frontier and Xfinity. I don’t like Front-- oh, I think there’s also Dish. Uhm.. I don’t like Frontier. The connection for the Wi-Fi is pretty bad and Dish I’m not a fan of. I prefer Xfinity.", Okay.
" Okay.  Hi. My name’s Patient. Are you just moving in? Hi. Yes, I am. Oh, well, nice to meet you. What’s your name? Nice to meet you too. My name is Interviewer. Hi, Interviewer. Well, I live right across from you. Do you need help with anything? Oh, you’re so sweet to offer. Uhm.. I had a couple uh.. mover people uh.. come in and help and my boyfriend just left. Oh, okay. Are you guys-- is he gonna be living with you? No, no. I’ll just be living alone. Oh, okay. Well, if you need anything at all, you let me know. I’m right across the hall. If you ever need to borrow something or you need help with anything, I’m here. Aw, you’re so sweet to offer. Thank you. I’ll- I’ll definitely probably take you up on that in like a few days. Okay. Well, when you get all settled, maybe we can get a bite to eat or if you have any questions about the neighborhood or you want to know where to uhm.. eat-- I don't know, have you-- are you familiar with this neighborhood? Yeah. No, I’m uh.. completely new to this area. Can you tell me more? Yeah, sure. Well, uhm.. this is Newburg. It’s called wine-- like, the wine central of Oregon. Uhm.. a lot of-- there’s a lot of like farm stands and family owned businesses and a lot of uhm.. kind of family owned restaurants. So, the food is really good. Ooh. Uh.. there’s not a lot of restaurants, but what we do have is really good and uhm.. I know there’s the quarantine happening right now, uhm.. but most of the restaurants are offering takeout and there’s lots of pretty parks you can go and eat your meal. Ooh, that sounds awesome.wer: Yeah, it sounds really-- it sounds really uh.. bustling here. Oh, great. That sounds so nice. Uhm.. it’s... Oh, I’m glad. Well, I hope you enjoy it. I’ll let you get back to your unpacking and again, my name’s Patient and I’m just right over here. So, I work part-time. So, I’m usually home. So, let me know if you need anything. Oh, awesome. Yeah, I actually do have a quick question for you. So, uhm.. I need to uhm.. figure out uhm.. how to get like a new phone and uhm.. call for cable and whatnot. So, like how do I even start that process? Uhm.. like a house phone, you mean? Mm-hmm. Uhm.. well, there’s uh.. we have a couple of like cable/internet/phone providers up here. The main ones are Frontier and Xfinity. I don’t like Front-- oh, I think there’s also Dish. Uhm.. I don’t like Frontier. The connection for the Wi-Fi is pretty bad and Dish I’m not a fan of. I prefer Xfinity. Okay.wer: Uhm.. and thank you so, so much for coming over here and talking to me and welcoming me to the neighborhood. It was really sweet of you."," Awesome. Well, great. I’ll definitely check them out."
" Okay.  Hi. My name’s Patient. Are you just moving in? Hi. Yes, I am. Oh, well, nice to meet you. What’s your name? Nice to meet you too. My name is Interviewer. Hi, Interviewer. Well, I live right across from you. Do you need help with anything? Oh, you’re so sweet to offer. Uhm.. I had a couple uh.. mover people uh.. come in and help and my boyfriend just left. Oh, okay. Are you guys-- is he gonna be living with you? No, no. I’ll just be living alone. Oh, okay. Well, if you need anything at all, you let me know. I’m right across the hall. If you ever need to borrow something or you need help with anything, I’m here. Aw, you’re so sweet to offer. Thank you. I’ll- I’ll definitely probably take you up on that in like a few days. Okay. Well, when you get all settled, maybe we can get a bite to eat or if you have any questions about the neighborhood or you want to know where to uhm.. eat-- I don't know, have you-- are you familiar with this neighborhood? Yeah. No, I’m uh.. completely new to this area. Can you tell me more? Yeah, sure. Well, uhm.. this is Newburg. It’s called wine-- like, the wine central of Oregon. Uhm.. a lot of-- there’s a lot of like farm stands and family owned businesses and a lot of uhm.. kind of family owned restaurants. So, the food is really good. Ooh. Uh.. there’s not a lot of restaurants, but what we do have is really good and uhm.. I know there’s the quarantine happening right now, uhm.. but most of the restaurants are offering takeout and there’s lots of pretty parks you can go and eat your meal. Ooh, that sounds awesome.wer: Yeah, it sounds really-- it sounds really uh.. bustling here. Oh, great. That sounds so nice. Uhm.. it’s... Oh, I’m glad. Well, I hope you enjoy it. I’ll let you get back to your unpacking and again, my name’s Patient and I’m just right over here. So, I work part-time. So, I’m usually home. So, let me know if you need anything. Oh, awesome. Yeah, I actually do have a quick question for you. So, uhm.. I need to uhm.. figure out uhm.. how to get like a new phone and uhm.. call for cable and whatnot. So, like how do I even start that process? Uhm.. like a house phone, you mean? Mm-hmm. Uhm.. well, there’s uh.. we have a couple of like cable/internet/phone providers up here. The main ones are Frontier and Xfinity. I don’t like Front-- oh, I think there’s also Dish. Uhm.. I don’t like Frontier. The connection for the Wi-Fi is pretty bad and Dish I’m not a fan of. I prefer Xfinity. Okay.wer: Uhm.. and thank you so, so much for coming over here and talking to me and welcoming me to the neighborhood. It was really sweet of you. Awesome. Well, great. I’ll definitely check them out.wer: Yeah. I’m actually..."," Nice to meet you too. I’m gonna go back to unpacking, but I’ll see you around, okay?"
" Okay.  Hi. My name’s Patient. Are you just moving in? Hi. Yes, I am. Oh, well, nice to meet you. What’s your name? Nice to meet you too. My name is Interviewer. Hi, Interviewer. Well, I live right across from you. Do you need help with anything? Oh, you’re so sweet to offer. Uhm.. I had a couple uh.. mover people uh.. come in and help and my boyfriend just left. Oh, okay. Are you guys-- is he gonna be living with you? No, no. I’ll just be living alone. Oh, okay. Well, if you need anything at all, you let me know. I’m right across the hall. If you ever need to borrow something or you need help with anything, I’m here. Aw, you’re so sweet to offer. Thank you. I’ll- I’ll definitely probably take you up on that in like a few days. Okay. Well, when you get all settled, maybe we can get a bite to eat or if you have any questions about the neighborhood or you want to know where to uhm.. eat-- I don't know, have you-- are you familiar with this neighborhood? Yeah. No, I’m uh.. completely new to this area. Can you tell me more? Yeah, sure. Well, uhm.. this is Newburg. It’s called wine-- like, the wine central of Oregon. Uhm.. a lot of-- there’s a lot of like farm stands and family owned businesses and a lot of uhm.. kind of family owned restaurants. So, the food is really good. Ooh. Uh.. there’s not a lot of restaurants, but what we do have is really good and uhm.. I know there’s the quarantine happening right now, uhm.. but most of the restaurants are offering takeout and there’s lots of pretty parks you can go and eat your meal. Ooh, that sounds awesome.wer: Yeah, it sounds really-- it sounds really uh.. bustling here. Oh, great. That sounds so nice. Uhm.. it’s... Oh, I’m glad. Well, I hope you enjoy it. I’ll let you get back to your unpacking and again, my name’s Patient and I’m just right over here. So, I work part-time. So, I’m usually home. So, let me know if you need anything. Oh, awesome. Yeah, I actually do have a quick question for you. So, uhm.. I need to uhm.. figure out uhm.. how to get like a new phone and uhm.. call for cable and whatnot. So, like how do I even start that process? Uhm.. like a house phone, you mean? Mm-hmm. Uhm.. well, there’s uh.. we have a couple of like cable/internet/phone providers up here. The main ones are Frontier and Xfinity. I don’t like Front-- oh, I think there’s also Dish. Uhm.. I don’t like Frontier. The connection for the Wi-Fi is pretty bad and Dish I’m not a fan of. I prefer Xfinity. Okay.wer: Uhm.. and thank you so, so much for coming over here and talking to me and welcoming me to the neighborhood. It was really sweet of you. Awesome. Well, great. I’ll definitely check them out.wer: Yeah. I’m actually... Nice to meet you too. I’m gonna go back to unpacking, but I’ll see you around, okay? Bye.", All right. Bye.
" Oh, wait. I do.", 
" Oh, wait. I do.  Hi, I’m your new neighbor, apparently. Uh.. I saw the moving van this morning and I thought there was somebody that’s gonna be moving in. What’s your name?", Hi. My name is Interviewer.
" Oh, wait. I do.  Hi, I’m your new neighbor, apparently. Uh.. I saw the moving van this morning and I thought there was somebody that’s gonna be moving in. What’s your name? Hi. My name is Interviewer.wer: Uhm.. yeah. Uh.. I just moved to the area, pretty new, and uh.. can you tell me more about this neighborhood?", Nice to meet you too?
