text,target
" Hi. I see we got new neighbors here. Hi. What is your name? <laughs> Oh, my name’s Interviewer. <laughs> I see you just moved in. So, who’s moved in with you? Uhm.. I am moving with my cat. What’s your cat name? Ruby. Girl/boy? Girl. She bites? <laughs> No. She have fleas? No. She got her shots? Yes. Okay. She’s good. <whispers> What am I supposed to be doing? What are you doing tonight? Uhm.. we are just hanging out, unpacking, stuff like that. Would you like to come over to watch a movie? Uhm.. sure. Seven o’clock, be there or be sharp. Okay. That’s all I have on this new neighbor."," So, have you lived here long?"
" Hi. I see we got new neighbors here. Hi. What is your name? <laughs> Oh, my name’s Interviewer. <laughs> I see you just moved in. So, who’s moved in with you? Uhm.. I am moving with my cat. What’s your cat name? Ruby. Girl/boy? Girl. She bites? <laughs> No. She have fleas? No. She got her shots? Yes. Okay. She’s good. <whispers> What am I supposed to be doing? What are you doing tonight? Uhm.. we are just hanging out, unpacking, stuff like that. Would you like to come over to watch a movie? Uhm.. sure. Seven o’clock, be there or be sharp. Okay. That’s all I have on this new neighbor. So, have you lived here long? Not very long, ‘bout a couple of years. But it’s fun. We have a swimming pool, cookouts, nosy neighbors. But you’re fine. Uhm... You have a boyfriend?", Yes.
" Hi. I see we got new neighbors here. Hi. What is your name? <laughs> Oh, my name’s Interviewer. <laughs> I see you just moved in. So, who’s moved in with you? Uhm.. I am moving with my cat. What’s your cat name? Ruby. Girl/boy? Girl. She bites? <laughs> No. She have fleas? No. She got her shots? Yes. Okay. She’s good. <whispers> What am I supposed to be doing? What are you doing tonight? Uhm.. we are just hanging out, unpacking, stuff like that. Would you like to come over to watch a movie? Uhm.. sure. Seven o’clock, be there or be sharp. Okay. That’s all I have on this new neighbor. So, have you lived here long? Not very long, ‘bout a couple of years. But it’s fun. We have a swimming pool, cookouts, nosy neighbors. But you’re fine. Uhm... You have a boyfriend? Yes. Wow. Me too. So, you want-- maybe next week uh.. have a double date?"," Yeah, sure."
" Hi. I see we got new neighbors here. Hi. What is your name? <laughs> Oh, my name’s Interviewer. <laughs> I see you just moved in. So, who’s moved in with you? Uhm.. I am moving with my cat. What’s your cat name? Ruby. Girl/boy? Girl. She bites? <laughs> No. She have fleas? No. She got her shots? Yes. Okay. She’s good. <whispers> What am I supposed to be doing? What are you doing tonight? Uhm.. we are just hanging out, unpacking, stuff like that. Would you like to come over to watch a movie? Uhm.. sure. Seven o’clock, be there or be sharp. Okay. That’s all I have on this new neighbor. So, have you lived here long? Not very long, ‘bout a couple of years. But it’s fun. We have a swimming pool, cookouts, nosy neighbors. But you’re fine. Uhm... You have a boyfriend? Yes. Wow. Me too. So, you want-- maybe next week uh.. have a double date? Yeah, sure. Okay. Cool. So, what’s your guy like? What he’s-- what is he like?", Uhm.. he’s really nice. He’s tall.
" Hi. I see we got new neighbors here. Hi. What is your name? <laughs> Oh, my name’s Interviewer. <laughs> I see you just moved in. So, who’s moved in with you? Uhm.. I am moving with my cat. What’s your cat name? Ruby. Girl/boy? Girl. She bites? <laughs> No. She have fleas? No. She got her shots? Yes. Okay. She’s good. <whispers> What am I supposed to be doing? What are you doing tonight? Uhm.. we are just hanging out, unpacking, stuff like that. Would you like to come over to watch a movie? Uhm.. sure. Seven o’clock, be there or be sharp. Okay. That’s all I have on this new neighbor. So, have you lived here long? Not very long, ‘bout a couple of years. But it’s fun. We have a swimming pool, cookouts, nosy neighbors. But you’re fine. Uhm... You have a boyfriend? Yes. Wow. Me too. So, you want-- maybe next week uh.. have a double date? Yeah, sure. Okay. Cool. So, what’s your guy like? What he’s-- what is he like? Uhm.. he’s really nice. He’s tall. What’s his name?", Eddie.
" Hi. I see we got new neighbors here. Hi. What is your name? <laughs> Oh, my name’s Interviewer. <laughs> I see you just moved in. So, who’s moved in with you? Uhm.. I am moving with my cat. What’s your cat name? Ruby. Girl/boy? Girl. She bites? <laughs> No. She have fleas? No. She got her shots? Yes. Okay. She’s good. <whispers> What am I supposed to be doing? What are you doing tonight? Uhm.. we are just hanging out, unpacking, stuff like that. Would you like to come over to watch a movie? Uhm.. sure. Seven o’clock, be there or be sharp. Okay. That’s all I have on this new neighbor. So, have you lived here long? Not very long, ‘bout a couple of years. But it’s fun. We have a swimming pool, cookouts, nosy neighbors. But you’re fine. Uhm... You have a boyfriend? Yes. Wow. Me too. So, you want-- maybe next week uh.. have a double date? Yeah, sure. Okay. Cool. So, what’s your guy like? What he’s-- what is he like? Uhm.. he’s really nice. He’s tall. What’s his name? Eddie. What he like to eat?", Uhm.. he likes to eat everything.
" Hi. I see we got new neighbors here. Hi. What is your name? <laughs> Oh, my name’s Interviewer. <laughs> I see you just moved in. So, who’s moved in with you? Uhm.. I am moving with my cat. What’s your cat name? Ruby. Girl/boy? Girl. She bites? <laughs> No. She have fleas? No. She got her shots? Yes. Okay. She’s good. <whispers> What am I supposed to be doing? What are you doing tonight? Uhm.. we are just hanging out, unpacking, stuff like that. Would you like to come over to watch a movie? Uhm.. sure. Seven o’clock, be there or be sharp. Okay. That’s all I have on this new neighbor. So, have you lived here long? Not very long, ‘bout a couple of years. But it’s fun. We have a swimming pool, cookouts, nosy neighbors. But you’re fine. Uhm... You have a boyfriend? Yes. Wow. Me too. So, you want-- maybe next week uh.. have a double date? Yeah, sure. Okay. Cool. So, what’s your guy like? What he’s-- what is he like? Uhm.. he’s really nice. He’s tall. What’s his name? Eddie. What he like to eat? Uhm.. he likes to eat everything. Oh, we got a Eddie- Eddie eats everything. Okay. I have one of those too, but mine, he’s 300 pounds."," Oh, wow."
" Hi. I see we got new neighbors here. Hi. What is your name? <laughs> Oh, my name’s Interviewer. <laughs> I see you just moved in. So, who’s moved in with you? Uhm.. I am moving with my cat. What’s your cat name? Ruby. Girl/boy? Girl. She bites? <laughs> No. She have fleas? No. She got her shots? Yes. Okay. She’s good. <whispers> What am I supposed to be doing? What are you doing tonight? Uhm.. we are just hanging out, unpacking, stuff like that. Would you like to come over to watch a movie? Uhm.. sure. Seven o’clock, be there or be sharp. Okay. That’s all I have on this new neighbor. So, have you lived here long? Not very long, ‘bout a couple of years. But it’s fun. We have a swimming pool, cookouts, nosy neighbors. But you’re fine. Uhm... You have a boyfriend? Yes. Wow. Me too. So, you want-- maybe next week uh.. have a double date? Yeah, sure. Okay. Cool. So, what’s your guy like? What he’s-- what is he like? Uhm.. he’s really nice. He’s tall. What’s his name? Eddie. What he like to eat? Uhm.. he likes to eat everything. Oh, we got a Eddie- Eddie eats everything. Okay. I have one of those too, but mine, he’s 300 pounds. Oh, wow. Bye-bye.", Okay. That sounds good. Uhm.. thanks so much for meeting me. I’ll talk to you later.
" Oh, hi. Hi. Hi. I’m your new neighbor-- I’m your neighbor across the hall. Nice to meet you.", Hi. It’s nice to meet you too.
" Oh, hi. Hi. Hi. I’m your new neighbor-- I’m your neighbor across the hall. Nice to meet you. Hi. It’s nice to meet you too. Uh-huh. My name is Patient. Hi-- what’s your name?"," Hi. I’m Interviewer. It’s nice to meet you, Patient."
" Oh, hi. Hi. Hi. I’m your new neighbor-- I’m your neighbor across the hall. Nice to meet you. Hi. It’s nice to meet you too. Uh-huh. My name is Patient. Hi-- what’s your name? Hi. I’m Interviewer. It’s nice to meet you, Patient. Nice meeting you. Uh.. are you from the area? Are you from Dallas?", Uh.. I’m not. I’m brand new to the area.
" Oh, hi. Hi. Hi. I’m your new neighbor-- I’m your neighbor across the hall. Nice to meet you. Hi. It’s nice to meet you too. Uh-huh. My name is Patient. Hi-- what’s your name? Hi. I’m Interviewer. It’s nice to meet you, Patient. Nice meeting you. Uh.. are you from the area? Are you from Dallas? Uh.. I’m not. I’m brand new to the area. Oh, well, you-- I think you’ll like Dallas. Uh.. it’s- it has a lot of uh.. it’s a new- new people coming here and you’ll have a lot to do and visit and see.", Okay. That’s great.
" Oh, hi. Hi. Hi. I’m your new neighbor-- I’m your neighbor across the hall. Nice to meet you. Hi. It’s nice to meet you too. Uh-huh. My name is Patient. Hi-- what’s your name? Hi. I’m Interviewer. It’s nice to meet you, Patient. Nice meeting you. Uh.. are you from the area? Are you from Dallas? Uh.. I’m not. I’m brand new to the area. Oh, well, you-- I think you’ll like Dallas. Uh.. it’s- it has a lot of uh.. it’s a new- new people coming here and you’ll have a lot to do and visit and see. Okay. That’s great.wer: Okay. Great.", I actually have some questions right now.
" Oh, hi. Hi. Hi. I’m your new neighbor-- I’m your neighbor across the hall. Nice to meet you. Hi. It’s nice to meet you too. Uh-huh. My name is Patient. Hi-- what’s your name? Hi. I’m Interviewer. It’s nice to meet you, Patient. Nice meeting you. Uh.. are you from the area? Are you from Dallas? Uh.. I’m not. I’m brand new to the area. Oh, well, you-- I think you’ll like Dallas. Uh.. it’s- it has a lot of uh.. it’s a new- new people coming here and you’ll have a lot to do and visit and see. Okay. That’s great.wer: Okay. Great. I actually have some questions right now. Okay.", Uhm.. are the- are the residents in this building friendly?
" Oh, hi. Hi. Hi. I’m your new neighbor-- I’m your neighbor across the hall. Nice to meet you. Hi. It’s nice to meet you too. Uh-huh. My name is Patient. Hi-- what’s your name? Hi. I’m Interviewer. It’s nice to meet you, Patient. Nice meeting you. Uh.. are you from the area? Are you from Dallas? Uh.. I’m not. I’m brand new to the area. Oh, well, you-- I think you’ll like Dallas. Uh.. it’s- it has a lot of uh.. it’s a new- new people coming here and you’ll have a lot to do and visit and see. Okay. That’s great.wer: Okay. Great. I actually have some questions right now. Okay. Uhm.. are the- are the residents in this building friendly? Uh.. I really don’t know because uh.. I work late at nights and uhm.. when I come home, uhm.. I just mostly crash, but I haven’t had any problems with any neighbors.", Okay. That’s good. Uhm.. can you tell me a little bit about what the landlord’s like?
" Oh, hi. Hi. Hi. I’m your new neighbor-- I’m your neighbor across the hall. Nice to meet you. Hi. It’s nice to meet you too. Uh-huh. My name is Patient. Hi-- what’s your name? Hi. I’m Interviewer. It’s nice to meet you, Patient. Nice meeting you. Uh.. are you from the area? Are you from Dallas? Uh.. I’m not. I’m brand new to the area. Oh, well, you-- I think you’ll like Dallas. Uh.. it’s- it has a lot of uh.. it’s a new- new people coming here and you’ll have a lot to do and visit and see. Okay. That’s great.wer: Okay. Great. I actually have some questions right now. Okay. Uhm.. are the- are the residents in this building friendly? Uh.. I really don’t know because uh.. I work late at nights and uhm.. when I come home, uhm.. I just mostly crash, but I haven’t had any problems with any neighbors. Okay. That’s good. Uhm.. can you tell me a little bit about what the landlord’s like? Uh.. well, I went through a realtor. So, I just pay my money through the realtor. I haven’t met any person that owns the building or anything. But it happened that the person, the realtor that I went through is really nice and she was thorough and answered all my questions.", Okay. That’s good.
" Oh, hi. Hi. Hi. I’m your new neighbor-- I’m your neighbor across the hall. Nice to meet you. Hi. It’s nice to meet you too. Uh-huh. My name is Patient. Hi-- what’s your name? Hi. I’m Interviewer. It’s nice to meet you, Patient. Nice meeting you. Uh.. are you from the area? Are you from Dallas? Uh.. I’m not. I’m brand new to the area. Oh, well, you-- I think you’ll like Dallas. Uh.. it’s- it has a lot of uh.. it’s a new- new people coming here and you’ll have a lot to do and visit and see. Okay. That’s great.wer: Okay. Great. I actually have some questions right now. Okay. Uhm.. are the- are the residents in this building friendly? Uh.. I really don’t know because uh.. I work late at nights and uhm.. when I come home, uhm.. I just mostly crash, but I haven’t had any problems with any neighbors. Okay. That’s good. Uhm.. can you tell me a little bit about what the landlord’s like? Uh.. well, I went through a realtor. So, I just pay my money through the realtor. I haven’t met any person that owns the building or anything. But it happened that the person, the realtor that I went through is really nice and she was thorough and answered all my questions. Okay. That’s good.wer: Yeah."," Yeah, I do. I work nearby. Yeah."
" Oh, hi. Hi. Hi. I’m your new neighbor-- I’m your neighbor across the hall. Nice to meet you. Hi. It’s nice to meet you too. Uh-huh. My name is Patient. Hi-- what’s your name? Hi. I’m Interviewer. It’s nice to meet you, Patient. Nice meeting you. Uh.. are you from the area? Are you from Dallas? Uh.. I’m not. I’m brand new to the area. Oh, well, you-- I think you’ll like Dallas. Uh.. it’s- it has a lot of uh.. it’s a new- new people coming here and you’ll have a lot to do and visit and see. Okay. That’s great.wer: Okay. Great. I actually have some questions right now. Okay. Uhm.. are the- are the residents in this building friendly? Uh.. I really don’t know because uh.. I work late at nights and uhm.. when I come home, uhm.. I just mostly crash, but I haven’t had any problems with any neighbors. Okay. That’s good. Uhm.. can you tell me a little bit about what the landlord’s like? Uh.. well, I went through a realtor. So, I just pay my money through the realtor. I haven’t met any person that owns the building or anything. But it happened that the person, the realtor that I went through is really nice and she was thorough and answered all my questions. Okay. That’s good.wer: Yeah. Yeah, I do. I work nearby. Yeah.wer: Yeah."," Uh.. no, no children."
" Oh, hi. Hi. Hi. I’m your new neighbor-- I’m your neighbor across the hall. Nice to meet you. Hi. It’s nice to meet you too. Uh-huh. My name is Patient. Hi-- what’s your name? Hi. I’m Interviewer. It’s nice to meet you, Patient. Nice meeting you. Uh.. are you from the area? Are you from Dallas? Uh.. I’m not. I’m brand new to the area. Oh, well, you-- I think you’ll like Dallas. Uh.. it’s- it has a lot of uh.. it’s a new- new people coming here and you’ll have a lot to do and visit and see. Okay. That’s great.wer: Okay. Great. I actually have some questions right now. Okay. Uhm.. are the- are the residents in this building friendly? Uh.. I really don’t know because uh.. I work late at nights and uhm.. when I come home, uhm.. I just mostly crash, but I haven’t had any problems with any neighbors. Okay. That’s good. Uhm.. can you tell me a little bit about what the landlord’s like? Uh.. well, I went through a realtor. So, I just pay my money through the realtor. I haven’t met any person that owns the building or anything. But it happened that the person, the realtor that I went through is really nice and she was thorough and answered all my questions. Okay. That’s good.wer: Yeah. Yeah, I do. I work nearby. Yeah.wer: Yeah. Uh.. no, no children. Me either. Me either. All right. Well, I hope you have a- a nice day. Feel free to knock on my door if you ever want to talk or visit."," Thank you. That’s so nice. Uhm.. before you go-- so, I still have to like get my phone service set up. Do you have any like recommendations?"
" Oh, hi. Hi. Hi. I’m your new neighbor-- I’m your neighbor across the hall. Nice to meet you. Hi. It’s nice to meet you too. Uh-huh. My name is Patient. Hi-- what’s your name? Hi. I’m Interviewer. It’s nice to meet you, Patient. Nice meeting you. Uh.. are you from the area? Are you from Dallas? Uh.. I’m not. I’m brand new to the area. Oh, well, you-- I think you’ll like Dallas. Uh.. it’s- it has a lot of uh.. it’s a new- new people coming here and you’ll have a lot to do and visit and see. Okay. That’s great.wer: Okay. Great. I actually have some questions right now. Okay. Uhm.. are the- are the residents in this building friendly? Uh.. I really don’t know because uh.. I work late at nights and uhm.. when I come home, uhm.. I just mostly crash, but I haven’t had any problems with any neighbors. Okay. That’s good. Uhm.. can you tell me a little bit about what the landlord’s like? Uh.. well, I went through a realtor. So, I just pay my money through the realtor. I haven’t met any person that owns the building or anything. But it happened that the person, the realtor that I went through is really nice and she was thorough and answered all my questions. Okay. That’s good.wer: Yeah. Yeah, I do. I work nearby. Yeah.wer: Yeah. Uh.. no, no children. Me either. Me either. All right. Well, I hope you have a- a nice day. Feel free to knock on my door if you ever want to talk or visit. Thank you. That’s so nice. Uhm.. before you go-- so, I still have to like get my phone service set up. Do you have any like recommendations? Well, it’s a- a phone company right down the street that you can-- uhm.. Metro PCS is right down the street and you can uh.. get a phone that way."," Oh, okay. Cool. That’s really helpful."
" Oh, hi. Hi. Hi. I’m your new neighbor-- I’m your neighbor across the hall. Nice to meet you. Hi. It’s nice to meet you too. Uh-huh. My name is Patient. Hi-- what’s your name? Hi. I’m Interviewer. It’s nice to meet you, Patient. Nice meeting you. Uh.. are you from the area? Are you from Dallas? Uh.. I’m not. I’m brand new to the area. Oh, well, you-- I think you’ll like Dallas. Uh.. it’s- it has a lot of uh.. it’s a new- new people coming here and you’ll have a lot to do and visit and see. Okay. That’s great.wer: Okay. Great. I actually have some questions right now. Okay. Uhm.. are the- are the residents in this building friendly? Uh.. I really don’t know because uh.. I work late at nights and uhm.. when I come home, uhm.. I just mostly crash, but I haven’t had any problems with any neighbors. Okay. That’s good. Uhm.. can you tell me a little bit about what the landlord’s like? Uh.. well, I went through a realtor. So, I just pay my money through the realtor. I haven’t met any person that owns the building or anything. But it happened that the person, the realtor that I went through is really nice and she was thorough and answered all my questions. Okay. That’s good.wer: Yeah. Yeah, I do. I work nearby. Yeah.wer: Yeah. Uh.. no, no children. Me either. Me either. All right. Well, I hope you have a- a nice day. Feel free to knock on my door if you ever want to talk or visit. Thank you. That’s so nice. Uhm.. before you go-- so, I still have to like get my phone service set up. Do you have any like recommendations? Well, it’s a- a phone company right down the street that you can-- uhm.. Metro PCS is right down the street and you can uh.. get a phone that way. Oh, okay. Cool. That’s really helpful. I have a car if you uh.. if you ever need a ride anywhere. I can take you, but I wouldn’t charge you if you like-- if you need to get groceries or anything like that."," Thank you. That’s so, so nice. Yeah. I was actually gonna ask you uhm.. like is there a bus stop nearby? Does the bus come out to this neighborhood?"
" Oh, hi. Hi. Hi. I’m your new neighbor-- I’m your neighbor across the hall. Nice to meet you. Hi. It’s nice to meet you too. Uh-huh. My name is Patient. Hi-- what’s your name? Hi. I’m Interviewer. It’s nice to meet you, Patient. Nice meeting you. Uh.. are you from the area? Are you from Dallas? Uh.. I’m not. I’m brand new to the area. Oh, well, you-- I think you’ll like Dallas. Uh.. it’s- it has a lot of uh.. it’s a new- new people coming here and you’ll have a lot to do and visit and see. Okay. That’s great.wer: Okay. Great. I actually have some questions right now. Okay. Uhm.. are the- are the residents in this building friendly? Uh.. I really don’t know because uh.. I work late at nights and uhm.. when I come home, uhm.. I just mostly crash, but I haven’t had any problems with any neighbors. Okay. That’s good. Uhm.. can you tell me a little bit about what the landlord’s like? Uh.. well, I went through a realtor. So, I just pay my money through the realtor. I haven’t met any person that owns the building or anything. But it happened that the person, the realtor that I went through is really nice and she was thorough and answered all my questions. Okay. That’s good.wer: Yeah. Yeah, I do. I work nearby. Yeah.wer: Yeah. Uh.. no, no children. Me either. Me either. All right. Well, I hope you have a- a nice day. Feel free to knock on my door if you ever want to talk or visit. Thank you. That’s so nice. Uhm.. before you go-- so, I still have to like get my phone service set up. Do you have any like recommendations? Well, it’s a- a phone company right down the street that you can-- uhm.. Metro PCS is right down the street and you can uh.. get a phone that way. Oh, okay. Cool. That’s really helpful. I have a car if you uh.. if you ever need a ride anywhere. I can take you, but I wouldn’t charge you if you like-- if you need to get groceries or anything like that. Thank you. That’s so, so nice. Yeah. I was actually gonna ask you uhm.. like is there a bus stop nearby? Does the bus come out to this neighborhood? Well, the bus-- it’s no bus service, but it’s a train station that’s not far from here, about a couple of blocks anyway.", Okay.
" Oh, hi. Hi. Hi. I’m your new neighbor-- I’m your neighbor across the hall. Nice to meet you. Hi. It’s nice to meet you too. Uh-huh. My name is Patient. Hi-- what’s your name? Hi. I’m Interviewer. It’s nice to meet you, Patient. Nice meeting you. Uh.. are you from the area? Are you from Dallas? Uh.. I’m not. I’m brand new to the area. Oh, well, you-- I think you’ll like Dallas. Uh.. it’s- it has a lot of uh.. it’s a new- new people coming here and you’ll have a lot to do and visit and see. Okay. That’s great.wer: Okay. Great. I actually have some questions right now. Okay. Uhm.. are the- are the residents in this building friendly? Uh.. I really don’t know because uh.. I work late at nights and uhm.. when I come home, uhm.. I just mostly crash, but I haven’t had any problems with any neighbors. Okay. That’s good. Uhm.. can you tell me a little bit about what the landlord’s like? Uh.. well, I went through a realtor. So, I just pay my money through the realtor. I haven’t met any person that owns the building or anything. But it happened that the person, the realtor that I went through is really nice and she was thorough and answered all my questions. Okay. That’s good.wer: Yeah. Yeah, I do. I work nearby. Yeah.wer: Yeah. Uh.. no, no children. Me either. Me either. All right. Well, I hope you have a- a nice day. Feel free to knock on my door if you ever want to talk or visit. Thank you. That’s so nice. Uhm.. before you go-- so, I still have to like get my phone service set up. Do you have any like recommendations? Well, it’s a- a phone company right down the street that you can-- uhm.. Metro PCS is right down the street and you can uh.. get a phone that way. Oh, okay. Cool. That’s really helpful. I have a car if you uh.. if you ever need a ride anywhere. I can take you, but I wouldn’t charge you if you like-- if you need to get groceries or anything like that. Thank you. That’s so, so nice. Yeah. I was actually gonna ask you uhm.. like is there a bus stop nearby? Does the bus come out to this neighborhood? Well, the bus-- it’s no bus service, but it’s a train station that’s not far from here, about a couple of blocks anyway. Okay. And I think they run every hour or every 30 minutes, every hour."," Okay. Cool. Cool. All right. Well, uhm.. I still have to unpack and stuff, but thank you so much for stopping by."
" Oh, hi. Hi. Hi. I’m your new neighbor-- I’m your neighbor across the hall. Nice to meet you. Hi. It’s nice to meet you too. Uh-huh. My name is Patient. Hi-- what’s your name? Hi. I’m Interviewer. It’s nice to meet you, Patient. Nice meeting you. Uh.. are you from the area? Are you from Dallas? Uh.. I’m not. I’m brand new to the area. Oh, well, you-- I think you’ll like Dallas. Uh.. it’s- it has a lot of uh.. it’s a new- new people coming here and you’ll have a lot to do and visit and see. Okay. That’s great.wer: Okay. Great. I actually have some questions right now. Okay. Uhm.. are the- are the residents in this building friendly? Uh.. I really don’t know because uh.. I work late at nights and uhm.. when I come home, uhm.. I just mostly crash, but I haven’t had any problems with any neighbors. Okay. That’s good. Uhm.. can you tell me a little bit about what the landlord’s like? Uh.. well, I went through a realtor. So, I just pay my money through the realtor. I haven’t met any person that owns the building or anything. But it happened that the person, the realtor that I went through is really nice and she was thorough and answered all my questions. Okay. That’s good.wer: Yeah. Yeah, I do. I work nearby. Yeah.wer: Yeah. Uh.. no, no children. Me either. Me either. All right. Well, I hope you have a- a nice day. Feel free to knock on my door if you ever want to talk or visit. Thank you. That’s so nice. Uhm.. before you go-- so, I still have to like get my phone service set up. Do you have any like recommendations? Well, it’s a- a phone company right down the street that you can-- uhm.. Metro PCS is right down the street and you can uh.. get a phone that way. Oh, okay. Cool. That’s really helpful. I have a car if you uh.. if you ever need a ride anywhere. I can take you, but I wouldn’t charge you if you like-- if you need to get groceries or anything like that. Thank you. That’s so, so nice. Yeah. I was actually gonna ask you uhm.. like is there a bus stop nearby? Does the bus come out to this neighborhood? Well, the bus-- it’s no bus service, but it’s a train station that’s not far from here, about a couple of blocks anyway. Okay. And I think they run every hour or every 30 minutes, every hour. Okay. Cool. Cool. All right. Well, uhm.. I still have to unpack and stuff, but thank you so much for stopping by. Sure. Sure. No problem. Glad to meet you.", Good to meet you...
" Hey, how's it going?  I'm your next door neighbor.", Hey.
" Hey, how's it going?  I'm your next door neighbor. Hey. How's it going?  I'm like-- you know me, I'm the goofy neighbor next door, the shit-com, the sit-com show, but like if it's okay, this is fun, all fun and games, yeah, it's-- I'll get along with you.  I'm a great guy.  Uh.. I've got a nice family.  I have a wife, two kids.  We love company.  You can come over any time you want.  You can borrow something from us, you know, anything, as long as we get it back at a- a right time.", Wow that sounds nice.
" Hey, how's it going?  I'm your next door neighbor. Hey. How's it going?  I'm like-- you know me, I'm the goofy neighbor next door, the shit-com, the sit-com show, but like if it's okay, this is fun, all fun and games, yeah, it's-- I'll get along with you.  I'm a great guy.  Uh.. I've got a nice family.  I have a wife, two kids.  We love company.  You can come over any time you want.  You can borrow something from us, you know, anything, as long as we get it back at a- a right time. Wow that sounds nice. Yeah, it's great.  Uh.. let-- tell me a little bit about yourself.  Uh.. how are you?", I'm good.
" Hey, how's it going?  I'm your next door neighbor. Hey. How's it going?  I'm like-- you know me, I'm the goofy neighbor next door, the shit-com, the sit-com show, but like if it's okay, this is fun, all fun and games, yeah, it's-- I'll get along with you.  I'm a great guy.  Uh.. I've got a nice family.  I have a wife, two kids.  We love company.  You can come over any time you want.  You can borrow something from us, you know, anything, as long as we get it back at a- a right time. Wow that sounds nice. Yeah, it's great.  Uh.. let-- tell me a little bit about yourself.  Uh.. how are you? I'm good. Where'd you come from, uh..?", Uh.. Dallas.
" Hey, how's it going?  I'm your next door neighbor. Hey. How's it going?  I'm like-- you know me, I'm the goofy neighbor next door, the shit-com, the sit-com show, but like if it's okay, this is fun, all fun and games, yeah, it's-- I'll get along with you.  I'm a great guy.  Uh.. I've got a nice family.  I have a wife, two kids.  We love company.  You can come over any time you want.  You can borrow something from us, you know, anything, as long as we get it back at a- a right time. Wow that sounds nice. Yeah, it's great.  Uh.. let-- tell me a little bit about yourself.  Uh.. how are you? I'm good. Where'd you come from, uh..? Uh.. Dallas. Oh Dallas, I'm from Austin, yeah.  Oh, Dallas is a great city, though.  I love it.  I mean, me and Debra, you know, we met in Austin but I think Dallas is our true home.", Nice!
