text,target
"  Hi, this is Interviewer, the landlady. Hi, this is Patient, uhm.. Apartment 4C.  Yes, remember uhm.. I placed a phone call to you last week about that slow leak in the, uhm.. in the living room area? Yes. Well, it's been-- yeah, it's been a few days and what has happened now, it's like a legitimate leak.  It's like drip-drip, drip-drip-drip, and uhm.. I'm worried it's going to-- I've moved my furniture, so I'm not even worried about that, but it's going to damage your ceiling and I guess the carpet underneath it, so I just wanted to- to put that out there and remind you about that. Thank you.  Sorry about that. Okay, okay, I just wanted you to be aware it's gotten worse and uhm.. your property, you know, I just don't want it to get more damage than it already is and uh.. so if you could just let me know when you're going to send somebody out here, I will make sure uhm.. the house is ready for them to uhm.. come on in. Sure, uhm.. thank you.  It might take me about a week, maybe even two weeks before I'll have time to fix it. Okay but I see that it's now dripping, that uhm.. I really think the roof could-- if it's going to be one or two weeks, I can see the roof maybe just collapsing.  Uh.. I think it's that serious.  But that's my opinion, that it could take about a week and I think it might just totally flat out just collapse and then there'd be no roof in here so I think it could be quite dangerous.  Maybe a few more days before you get somebody but I- I wouldn't go a week. Okay. I have put a bucket underneath there so it's-- I mean, maybe there won't be anymore rain but it looks on the weather, on the weather app that we're due for more rain this whole week, you know, two or three more days, so I'm really nervous about this.  It's making me nervous. Okay. So do you think you can move up your uhm.. the plumber or whoever you are calling, have them come in a little bit before a week, cause I think it's quite dangerous. Yeah, uhm.. I- I am aware of the problem.  Thank you and uhm.. I'll be over as soon as I can. Okay, uhm.. however, I'm going to call you again if it looks like the roof is about to fall in <laughs> any moment, cause I can't-- I'm here with my children, if that happens, so I will make you uhm.. I might just give you a daily status or something just so you'll know, maybe take some pictures? Okay, yeah, that sounds like a great idea.  Uhm.. I'm sorry, I'm with another tenant right now, so I just don't know what I can do about the problem right now, uhm.. but we can keep in touch about the status, okay? Yeah, yeah, we'll do that. Okay, thanks for calling.  Talk to you later. Okay, bye-bye.", Bye-bye.
 ," Hi. This is Interviewer, the landlord."
"  Hi. This is Interviewer, the landlord. Hey, yeah. So I have been trying to get in contact with you over the past couple of days. I have a bad leak in my apartment that I really need some attention to.", <clears throat> Yeah. I- I'm sorry. I haven't had enough time to get over to fix it. I've just been really busy lately.
"  Hi. This is Interviewer, the landlord. Hey, yeah. So I have been trying to get in contact with you over the past couple of days. I have a bad leak in my apartment that I really need some attention to. <clears throat> Yeah. I- I'm sorry. I haven't had enough time to get over to fix it. I've just been really busy lately. No, I completely understand. Uhm.. by chance, do you have an ETA on when you might be able to fix it? It's getting worse as the days go by.", Uhm.. it might take about a week or maybe even two weeks before I'll have time.
"  Hi. This is Interviewer, the landlord. Hey, yeah. So I have been trying to get in contact with you over the past couple of days. I have a bad leak in my apartment that I really need some attention to. <clears throat> Yeah. I- I'm sorry. I haven't had enough time to get over to fix it. I've just been really busy lately. No, I completely understand. Uhm.. by chance, do you have an ETA on when you might be able to fix it? It's getting worse as the days go by. Uhm.. it might take about a week or maybe even two weeks before I'll have time. In that case, is there any way that you could uhm.. have some kind of quick fix or even pay another service to come out here? Uh.. if I wait a week or two, the- I might be flooded out of my entire apartment.", Uh.. it didn't sound that bad the last time that you called.
"  Hi. This is Interviewer, the landlord. Hey, yeah. So I have been trying to get in contact with you over the past couple of days. I have a bad leak in my apartment that I really need some attention to. <clears throat> Yeah. I- I'm sorry. I haven't had enough time to get over to fix it. I've just been really busy lately. No, I completely understand. Uhm.. by chance, do you have an ETA on when you might be able to fix it? It's getting worse as the days go by. Uhm.. it might take about a week or maybe even two weeks before I'll have time. In that case, is there any way that you could uhm.. have some kind of quick fix or even pay another service to come out here? Uh.. if I wait a week or two, the- I might be flooded out of my entire apartment. Uh.. it didn't sound that bad the last time that you called.wer: Uhm.. yeah. I prefer to do all the repairs myself for the whole building. Uhm...", Okay.
"  Hi. This is Interviewer, the landlord. Hey, yeah. So I have been trying to get in contact with you over the past couple of days. I have a bad leak in my apartment that I really need some attention to. <clears throat> Yeah. I- I'm sorry. I haven't had enough time to get over to fix it. I've just been really busy lately. No, I completely understand. Uhm.. by chance, do you have an ETA on when you might be able to fix it? It's getting worse as the days go by. Uhm.. it might take about a week or maybe even two weeks before I'll have time. In that case, is there any way that you could uhm.. have some kind of quick fix or even pay another service to come out here? Uh.. if I wait a week or two, the- I might be flooded out of my entire apartment. Uh.. it didn't sound that bad the last time that you called.wer: Uhm.. yeah. I prefer to do all the repairs myself for the whole building. Uhm... Okay. Totally understand.", ...so...
"  Hi. This is Interviewer, the landlord. Hey, yeah. So I have been trying to get in contact with you over the past couple of days. I have a bad leak in my apartment that I really need some attention to. <clears throat> Yeah. I- I'm sorry. I haven't had enough time to get over to fix it. I've just been really busy lately. No, I completely understand. Uhm.. by chance, do you have an ETA on when you might be able to fix it? It's getting worse as the days go by. Uhm.. it might take about a week or maybe even two weeks before I'll have time. In that case, is there any way that you could uhm.. have some kind of quick fix or even pay another service to come out here? Uh.. if I wait a week or two, the- I might be flooded out of my entire apartment. Uh.. it didn't sound that bad the last time that you called.wer: Uhm.. yeah. I prefer to do all the repairs myself for the whole building. Uhm... Okay. Totally understand. ...so... In that case, just because it is your building and I’m trying to keep it as nice and clean as possible and I certainly wouldn't want anything uhm.. to look bad from my end or have you charge me double if it- there's mold or something, a pipe actually burst, uhm.. is there anything that you think you could do in the meantime to help accommodate the situation?"," Uhm.. yeah. I mean, uhm.. like I have a list and you've been on the list but there's just been other problems that have been ahead of yours. Uhm.. have you done anything about it so far, or...?"
"  Hi. This is Interviewer, the landlord. Hey, yeah. So I have been trying to get in contact with you over the past couple of days. I have a bad leak in my apartment that I really need some attention to. <clears throat> Yeah. I- I'm sorry. I haven't had enough time to get over to fix it. I've just been really busy lately. No, I completely understand. Uhm.. by chance, do you have an ETA on when you might be able to fix it? It's getting worse as the days go by. Uhm.. it might take about a week or maybe even two weeks before I'll have time. In that case, is there any way that you could uhm.. have some kind of quick fix or even pay another service to come out here? Uh.. if I wait a week or two, the- I might be flooded out of my entire apartment. Uh.. it didn't sound that bad the last time that you called.wer: Uhm.. yeah. I prefer to do all the repairs myself for the whole building. Uhm... Okay. Totally understand. ...so... In that case, just because it is your building and I’m trying to keep it as nice and clean as possible and I certainly wouldn't want anything uhm.. to look bad from my end or have you charge me double if it- there's mold or something, a pipe actually burst, uhm.. is there anything that you think you could do in the meantime to help accommodate the situation? Uhm.. yeah. I mean, uhm.. like I have a list and you've been on the list but there's just been other problems that have been ahead of yours. Uhm.. have you done anything about it so far, or...? Well, I have a bucket to catch all the raindrops and water part- uh.. particles that are coming from the pipe, uh.. but besides that bucket, I'm concerned that it may be causing internal damage and I certainly wouldn't want anything to happen to your floors or your walls in general."," Yeah. I- I appreciate that. Uhm.. like I said, I have a lot of other tenants with problems right that have just..."
"  Hi. This is Interviewer, the landlord. Hey, yeah. So I have been trying to get in contact with you over the past couple of days. I have a bad leak in my apartment that I really need some attention to. <clears throat> Yeah. I- I'm sorry. I haven't had enough time to get over to fix it. I've just been really busy lately. No, I completely understand. Uhm.. by chance, do you have an ETA on when you might be able to fix it? It's getting worse as the days go by. Uhm.. it might take about a week or maybe even two weeks before I'll have time. In that case, is there any way that you could uhm.. have some kind of quick fix or even pay another service to come out here? Uh.. if I wait a week or two, the- I might be flooded out of my entire apartment. Uh.. it didn't sound that bad the last time that you called.wer: Uhm.. yeah. I prefer to do all the repairs myself for the whole building. Uhm... Okay. Totally understand. ...so... In that case, just because it is your building and I’m trying to keep it as nice and clean as possible and I certainly wouldn't want anything uhm.. to look bad from my end or have you charge me double if it- there's mold or something, a pipe actually burst, uhm.. is there anything that you think you could do in the meantime to help accommodate the situation? Uhm.. yeah. I mean, uhm.. like I have a list and you've been on the list but there's just been other problems that have been ahead of yours. Uhm.. have you done anything about it so far, or...? Well, I have a bucket to catch all the raindrops and water part- uh.. particles that are coming from the pipe, uh.. but besides that bucket, I'm concerned that it may be causing internal damage and I certainly wouldn't want anything to happen to your floors or your walls in general. Yeah. I- I appreciate that. Uhm.. like I said, I have a lot of other tenants with problems right that have just...wer: Uhm.. well, uhm.. I guess so. Uh.. I didn't know it had gotten that bad, so I'm not sure. I'll have to review my list.", ...been more serious.
"  Hi. This is Interviewer, the landlord. Hey, yeah. So I have been trying to get in contact with you over the past couple of days. I have a bad leak in my apartment that I really need some attention to. <clears throat> Yeah. I- I'm sorry. I haven't had enough time to get over to fix it. I've just been really busy lately. No, I completely understand. Uhm.. by chance, do you have an ETA on when you might be able to fix it? It's getting worse as the days go by. Uhm.. it might take about a week or maybe even two weeks before I'll have time. In that case, is there any way that you could uhm.. have some kind of quick fix or even pay another service to come out here? Uh.. if I wait a week or two, the- I might be flooded out of my entire apartment. Uh.. it didn't sound that bad the last time that you called.wer: Uhm.. yeah. I prefer to do all the repairs myself for the whole building. Uhm... Okay. Totally understand. ...so... In that case, just because it is your building and I’m trying to keep it as nice and clean as possible and I certainly wouldn't want anything uhm.. to look bad from my end or have you charge me double if it- there's mold or something, a pipe actually burst, uhm.. is there anything that you think you could do in the meantime to help accommodate the situation? Uhm.. yeah. I mean, uhm.. like I have a list and you've been on the list but there's just been other problems that have been ahead of yours. Uhm.. have you done anything about it so far, or...? Well, I have a bucket to catch all the raindrops and water part- uh.. particles that are coming from the pipe, uh.. but besides that bucket, I'm concerned that it may be causing internal damage and I certainly wouldn't want anything to happen to your floors or your walls in general. Yeah. I- I appreciate that. Uhm.. like I said, I have a lot of other tenants with problems right that have just...wer: Uhm.. well, uhm.. I guess so. Uh.. I didn't know it had gotten that bad, so I'm not sure. I'll have to review my list. ...been more serious. On a scale of 1 to 10, uh.. I'll let you know that's it definitely an 8.5 in terms of uh.. seriousness.", Okay.
"  Hi. This is Interviewer, the landlord. Hey, yeah. So I have been trying to get in contact with you over the past couple of days. I have a bad leak in my apartment that I really need some attention to. <clears throat> Yeah. I- I'm sorry. I haven't had enough time to get over to fix it. I've just been really busy lately. No, I completely understand. Uhm.. by chance, do you have an ETA on when you might be able to fix it? It's getting worse as the days go by. Uhm.. it might take about a week or maybe even two weeks before I'll have time. In that case, is there any way that you could uhm.. have some kind of quick fix or even pay another service to come out here? Uh.. if I wait a week or two, the- I might be flooded out of my entire apartment. Uh.. it didn't sound that bad the last time that you called.wer: Uhm.. yeah. I prefer to do all the repairs myself for the whole building. Uhm... Okay. Totally understand. ...so... In that case, just because it is your building and I’m trying to keep it as nice and clean as possible and I certainly wouldn't want anything uhm.. to look bad from my end or have you charge me double if it- there's mold or something, a pipe actually burst, uhm.. is there anything that you think you could do in the meantime to help accommodate the situation? Uhm.. yeah. I mean, uhm.. like I have a list and you've been on the list but there's just been other problems that have been ahead of yours. Uhm.. have you done anything about it so far, or...? Well, I have a bucket to catch all the raindrops and water part- uh.. particles that are coming from the pipe, uh.. but besides that bucket, I'm concerned that it may be causing internal damage and I certainly wouldn't want anything to happen to your floors or your walls in general. Yeah. I- I appreciate that. Uhm.. like I said, I have a lot of other tenants with problems right that have just...wer: Uhm.. well, uhm.. I guess so. Uh.. I didn't know it had gotten that bad, so I'm not sure. I'll have to review my list. ...been more serious. On a scale of 1 to 10, uh.. I'll let you know that's it definitely an 8.5 in terms of uh.. seriousness. Okay. So I would appreciate it if you just would come and stop by and assess the damage and then try to figure out the priority in terms of your other tenants."," Okay. Uhm.. it does sound like it's pretty serious. Uh.. I'm aware of the problem, and I can get over there as soon as I can."
"  Hi. This is Interviewer, the landlord. Hey, yeah. So I have been trying to get in contact with you over the past couple of days. I have a bad leak in my apartment that I really need some attention to. <clears throat> Yeah. I- I'm sorry. I haven't had enough time to get over to fix it. I've just been really busy lately. No, I completely understand. Uhm.. by chance, do you have an ETA on when you might be able to fix it? It's getting worse as the days go by. Uhm.. it might take about a week or maybe even two weeks before I'll have time. In that case, is there any way that you could uhm.. have some kind of quick fix or even pay another service to come out here? Uh.. if I wait a week or two, the- I might be flooded out of my entire apartment. Uh.. it didn't sound that bad the last time that you called.wer: Uhm.. yeah. I prefer to do all the repairs myself for the whole building. Uhm... Okay. Totally understand. ...so... In that case, just because it is your building and I’m trying to keep it as nice and clean as possible and I certainly wouldn't want anything uhm.. to look bad from my end or have you charge me double if it- there's mold or something, a pipe actually burst, uhm.. is there anything that you think you could do in the meantime to help accommodate the situation? Uhm.. yeah. I mean, uhm.. like I have a list and you've been on the list but there's just been other problems that have been ahead of yours. Uhm.. have you done anything about it so far, or...? Well, I have a bucket to catch all the raindrops and water part- uh.. particles that are coming from the pipe, uh.. but besides that bucket, I'm concerned that it may be causing internal damage and I certainly wouldn't want anything to happen to your floors or your walls in general. Yeah. I- I appreciate that. Uhm.. like I said, I have a lot of other tenants with problems right that have just...wer: Uhm.. well, uhm.. I guess so. Uh.. I didn't know it had gotten that bad, so I'm not sure. I'll have to review my list. ...been more serious. On a scale of 1 to 10, uh.. I'll let you know that's it definitely an 8.5 in terms of uh.. seriousness. Okay. So I would appreciate it if you just would come and stop by and assess the damage and then try to figure out the priority in terms of your other tenants. Okay. Uhm.. it does sound like it's pretty serious. Uh.. I'm aware of the problem, and I can get over there as soon as I can. Okay. I would really appreciate that. Uhm.. if- by any means, just call me if you are able to update me once you have stopped by. Uhm.. I would greatly appreciate it.", Okay. Uhm.. is that all?
"  Hi. This is Interviewer, the landlord. Hey, yeah. So I have been trying to get in contact with you over the past couple of days. I have a bad leak in my apartment that I really need some attention to. <clears throat> Yeah. I- I'm sorry. I haven't had enough time to get over to fix it. I've just been really busy lately. No, I completely understand. Uhm.. by chance, do you have an ETA on when you might be able to fix it? It's getting worse as the days go by. Uhm.. it might take about a week or maybe even two weeks before I'll have time. In that case, is there any way that you could uhm.. have some kind of quick fix or even pay another service to come out here? Uh.. if I wait a week or two, the- I might be flooded out of my entire apartment. Uh.. it didn't sound that bad the last time that you called.wer: Uhm.. yeah. I prefer to do all the repairs myself for the whole building. Uhm... Okay. Totally understand. ...so... In that case, just because it is your building and I’m trying to keep it as nice and clean as possible and I certainly wouldn't want anything uhm.. to look bad from my end or have you charge me double if it- there's mold or something, a pipe actually burst, uhm.. is there anything that you think you could do in the meantime to help accommodate the situation? Uhm.. yeah. I mean, uhm.. like I have a list and you've been on the list but there's just been other problems that have been ahead of yours. Uhm.. have you done anything about it so far, or...? Well, I have a bucket to catch all the raindrops and water part- uh.. particles that are coming from the pipe, uh.. but besides that bucket, I'm concerned that it may be causing internal damage and I certainly wouldn't want anything to happen to your floors or your walls in general. Yeah. I- I appreciate that. Uhm.. like I said, I have a lot of other tenants with problems right that have just...wer: Uhm.. well, uhm.. I guess so. Uh.. I didn't know it had gotten that bad, so I'm not sure. I'll have to review my list. ...been more serious. On a scale of 1 to 10, uh.. I'll let you know that's it definitely an 8.5 in terms of uh.. seriousness. Okay. So I would appreciate it if you just would come and stop by and assess the damage and then try to figure out the priority in terms of your other tenants. Okay. Uhm.. it does sound like it's pretty serious. Uh.. I'm aware of the problem, and I can get over there as soon as I can. Okay. I would really appreciate that. Uhm.. if- by any means, just call me if you are able to update me once you have stopped by. Uhm.. I would greatly appreciate it. Okay. Uhm.. is that all? Uh.. yeah. Just let me know uh.. what the next update is, and I will call you, actually, if anything worse happens in the meantime.", Okay. Thank you.
"  Hi. This is Interviewer, the landlord. Hey, yeah. So I have been trying to get in contact with you over the past couple of days. I have a bad leak in my apartment that I really need some attention to. <clears throat> Yeah. I- I'm sorry. I haven't had enough time to get over to fix it. I've just been really busy lately. No, I completely understand. Uhm.. by chance, do you have an ETA on when you might be able to fix it? It's getting worse as the days go by. Uhm.. it might take about a week or maybe even two weeks before I'll have time. In that case, is there any way that you could uhm.. have some kind of quick fix or even pay another service to come out here? Uh.. if I wait a week or two, the- I might be flooded out of my entire apartment. Uh.. it didn't sound that bad the last time that you called.wer: Uhm.. yeah. I prefer to do all the repairs myself for the whole building. Uhm... Okay. Totally understand. ...so... In that case, just because it is your building and I’m trying to keep it as nice and clean as possible and I certainly wouldn't want anything uhm.. to look bad from my end or have you charge me double if it- there's mold or something, a pipe actually burst, uhm.. is there anything that you think you could do in the meantime to help accommodate the situation? Uhm.. yeah. I mean, uhm.. like I have a list and you've been on the list but there's just been other problems that have been ahead of yours. Uhm.. have you done anything about it so far, or...? Well, I have a bucket to catch all the raindrops and water part- uh.. particles that are coming from the pipe, uh.. but besides that bucket, I'm concerned that it may be causing internal damage and I certainly wouldn't want anything to happen to your floors or your walls in general. Yeah. I- I appreciate that. Uhm.. like I said, I have a lot of other tenants with problems right that have just...wer: Uhm.. well, uhm.. I guess so. Uh.. I didn't know it had gotten that bad, so I'm not sure. I'll have to review my list. ...been more serious. On a scale of 1 to 10, uh.. I'll let you know that's it definitely an 8.5 in terms of uh.. seriousness. Okay. So I would appreciate it if you just would come and stop by and assess the damage and then try to figure out the priority in terms of your other tenants. Okay. Uhm.. it does sound like it's pretty serious. Uh.. I'm aware of the problem, and I can get over there as soon as I can. Okay. I would really appreciate that. Uhm.. if- by any means, just call me if you are able to update me once you have stopped by. Uhm.. I would greatly appreciate it. Okay. Uhm.. is that all? Uh.. yeah. Just let me know uh.. what the next update is, and I will call you, actually, if anything worse happens in the meantime. Okay. Thank you. Yeah. No problem.", Uh.. have a good one.
