text,target
"  THi.  This is Interviewer, the landlord. Okay.  Yes.  Are you gonna fix the leak? Uhm.. sorry I haven’t uh.. had enough time to get over to fix it.  I have just been really busy lately. Do you need some assistance findin’ a plumber? Uh.. I actually do all the repairs myself for the whole building, so uh.. I’ll be over to fix it at some point. If- if you don’t fix it soon, it’s gonna cause water damage. Oh.  It didn’t sound that bad the last time you called. It’s getting worse. Okay.  Uhm.. have you done anything about the problem so far? No. Okay.  Uh..-- Made sure my insurance policies were up to date. Okay.  Uhm.. but yeah, like I said, I just don’t know what I can do about the problem right now. Okay.  What other pressing problems do you have? Uhm.. I have a list of problems and you’re on the list.  Uhm.. there’s just been some other things that have been more serious. Water damage is pretty serious. Yeah, I know.  Uhm.. but like I said, it didn’t sound that bad the last time you called, so... Well, it’s getting worse. Okay.  Uhm.. well, I do have a lot of other tenants with problems and theirs uhm.. are still a bit ahead of yours. Okay.  Uh.. well, you should handle this in a more businesslike manner."," Uhm.. I’m trying to do what I can.  Uhm.. this is typically how I go about the repairs, so uhm.. like I said, I do all the repairs myself, the whole building, so..."
"  THi.  This is Interviewer, the landlord. Okay.  Yes.  Are you gonna fix the leak? Uhm.. sorry I haven’t uh.. had enough time to get over to fix it.  I have just been really busy lately. Do you need some assistance findin’ a plumber? Uh.. I actually do all the repairs myself for the whole building, so uh.. I’ll be over to fix it at some point. If- if you don’t fix it soon, it’s gonna cause water damage. Oh.  It didn’t sound that bad the last time you called. It’s getting worse. Okay.  Uhm.. have you done anything about the problem so far? No. Okay.  Uh..-- Made sure my insurance policies were up to date. Okay.  Uhm.. but yeah, like I said, I just don’t know what I can do about the problem right now. Okay.  What other pressing problems do you have? Uhm.. I have a list of problems and you’re on the list.  Uhm.. there’s just been some other things that have been more serious. Water damage is pretty serious. Yeah, I know.  Uhm.. but like I said, it didn’t sound that bad the last time you called, so... Well, it’s getting worse. Okay.  Uhm.. well, I do have a lot of other tenants with problems and theirs uhm.. are still a bit ahead of yours. Okay.  Uh.. well, you should handle this in a more businesslike manner. Uhm.. I’m trying to do what I can.  Uhm.. this is typically how I go about the repairs, so uhm.. like I said, I do all the repairs myself, the whole building, so... I suggest you get someone else to help you.", Uh.. it’s definitely a possibility.  Uhm.. but uh.. I prefer do all the repairs myself uh.. just for liability and such.
"  THi.  This is Interviewer, the landlord. Okay.  Yes.  Are you gonna fix the leak? Uhm.. sorry I haven’t uh.. had enough time to get over to fix it.  I have just been really busy lately. Do you need some assistance findin’ a plumber? Uh.. I actually do all the repairs myself for the whole building, so uh.. I’ll be over to fix it at some point. If- if you don’t fix it soon, it’s gonna cause water damage. Oh.  It didn’t sound that bad the last time you called. It’s getting worse. Okay.  Uhm.. have you done anything about the problem so far? No. Okay.  Uh..-- Made sure my insurance policies were up to date. Okay.  Uhm.. but yeah, like I said, I just don’t know what I can do about the problem right now. Okay.  What other pressing problems do you have? Uhm.. I have a list of problems and you’re on the list.  Uhm.. there’s just been some other things that have been more serious. Water damage is pretty serious. Yeah, I know.  Uhm.. but like I said, it didn’t sound that bad the last time you called, so... Well, it’s getting worse. Okay.  Uhm.. well, I do have a lot of other tenants with problems and theirs uhm.. are still a bit ahead of yours. Okay.  Uh.. well, you should handle this in a more businesslike manner. Uhm.. I’m trying to do what I can.  Uhm.. this is typically how I go about the repairs, so uhm.. like I said, I do all the repairs myself, the whole building, so... I suggest you get someone else to help you. Uh.. it’s definitely a possibility.  Uhm.. but uh.. I prefer do all the repairs myself uh.. just for liability and such. You may have more liability if- if you uh.. tend to do all the repairs yourself and not get these fixed in a timely manner."," Yeah, that’s true.  Uhm.. but it still-- it might take me about a week or maybe even two weeks before I’ll have time to get over there."
"  THi.  This is Interviewer, the landlord. Okay.  Yes.  Are you gonna fix the leak? Uhm.. sorry I haven’t uh.. had enough time to get over to fix it.  I have just been really busy lately. Do you need some assistance findin’ a plumber? Uh.. I actually do all the repairs myself for the whole building, so uh.. I’ll be over to fix it at some point. If- if you don’t fix it soon, it’s gonna cause water damage. Oh.  It didn’t sound that bad the last time you called. It’s getting worse. Okay.  Uhm.. have you done anything about the problem so far? No. Okay.  Uh..-- Made sure my insurance policies were up to date. Okay.  Uhm.. but yeah, like I said, I just don’t know what I can do about the problem right now. Okay.  What other pressing problems do you have? Uhm.. I have a list of problems and you’re on the list.  Uhm.. there’s just been some other things that have been more serious. Water damage is pretty serious. Yeah, I know.  Uhm.. but like I said, it didn’t sound that bad the last time you called, so... Well, it’s getting worse. Okay.  Uhm.. well, I do have a lot of other tenants with problems and theirs uhm.. are still a bit ahead of yours. Okay.  Uh.. well, you should handle this in a more businesslike manner. Uhm.. I’m trying to do what I can.  Uhm.. this is typically how I go about the repairs, so uhm.. like I said, I do all the repairs myself, the whole building, so... I suggest you get someone else to help you. Uh.. it’s definitely a possibility.  Uhm.. but uh.. I prefer do all the repairs myself uh.. just for liability and such. You may have more liability if- if you uh.. tend to do all the repairs yourself and not get these fixed in a timely manner. Yeah, that’s true.  Uhm.. but it still-- it might take me about a week or maybe even two weeks before I’ll have time to get over there. That’s not- that’s not- that’s not good enough."," Okay.  Uhm.. well, I mean, I- I’m aware of the problem.  Uh.. I can get over as soon as I can, but uhm.. you know, I can’t make any guarantees at this point."
"  THi.  This is Interviewer, the landlord. Okay.  Yes.  Are you gonna fix the leak? Uhm.. sorry I haven’t uh.. had enough time to get over to fix it.  I have just been really busy lately. Do you need some assistance findin’ a plumber? Uh.. I actually do all the repairs myself for the whole building, so uh.. I’ll be over to fix it at some point. If- if you don’t fix it soon, it’s gonna cause water damage. Oh.  It didn’t sound that bad the last time you called. It’s getting worse. Okay.  Uhm.. have you done anything about the problem so far? No. Okay.  Uh..-- Made sure my insurance policies were up to date. Okay.  Uhm.. but yeah, like I said, I just don’t know what I can do about the problem right now. Okay.  What other pressing problems do you have? Uhm.. I have a list of problems and you’re on the list.  Uhm.. there’s just been some other things that have been more serious. Water damage is pretty serious. Yeah, I know.  Uhm.. but like I said, it didn’t sound that bad the last time you called, so... Well, it’s getting worse. Okay.  Uhm.. well, I do have a lot of other tenants with problems and theirs uhm.. are still a bit ahead of yours. Okay.  Uh.. well, you should handle this in a more businesslike manner. Uhm.. I’m trying to do what I can.  Uhm.. this is typically how I go about the repairs, so uhm.. like I said, I do all the repairs myself, the whole building, so... I suggest you get someone else to help you. Uh.. it’s definitely a possibility.  Uhm.. but uh.. I prefer do all the repairs myself uh.. just for liability and such. You may have more liability if- if you uh.. tend to do all the repairs yourself and not get these fixed in a timely manner. Yeah, that’s true.  Uhm.. but it still-- it might take me about a week or maybe even two weeks before I’ll have time to get over there. That’s not- that’s not- that’s not good enough. Okay.  Uhm.. well, I mean, I- I’m aware of the problem.  Uh.. I can get over as soon as I can, but uhm.. you know, I can’t make any guarantees at this point. I’m gonna hafta call uh.. 311 and report you to the uh.. Landlords’ Association."," <sighs> Okay.  Well, uhm.. I don’t think that’ll be necessary.  Uh.. I mean, I’m aware of the problem and I can get over as soon as I can."
"  THi.  This is Interviewer, the landlord. Okay.  Yes.  Are you gonna fix the leak? Uhm.. sorry I haven’t uh.. had enough time to get over to fix it.  I have just been really busy lately. Do you need some assistance findin’ a plumber? Uh.. I actually do all the repairs myself for the whole building, so uh.. I’ll be over to fix it at some point. If- if you don’t fix it soon, it’s gonna cause water damage. Oh.  It didn’t sound that bad the last time you called. It’s getting worse. Okay.  Uhm.. have you done anything about the problem so far? No. Okay.  Uh..-- Made sure my insurance policies were up to date. Okay.  Uhm.. but yeah, like I said, I just don’t know what I can do about the problem right now. Okay.  What other pressing problems do you have? Uhm.. I have a list of problems and you’re on the list.  Uhm.. there’s just been some other things that have been more serious. Water damage is pretty serious. Yeah, I know.  Uhm.. but like I said, it didn’t sound that bad the last time you called, so... Well, it’s getting worse. Okay.  Uhm.. well, I do have a lot of other tenants with problems and theirs uhm.. are still a bit ahead of yours. Okay.  Uh.. well, you should handle this in a more businesslike manner. Uhm.. I’m trying to do what I can.  Uhm.. this is typically how I go about the repairs, so uhm.. like I said, I do all the repairs myself, the whole building, so... I suggest you get someone else to help you. Uh.. it’s definitely a possibility.  Uhm.. but uh.. I prefer do all the repairs myself uh.. just for liability and such. You may have more liability if- if you uh.. tend to do all the repairs yourself and not get these fixed in a timely manner. Yeah, that’s true.  Uhm.. but it still-- it might take me about a week or maybe even two weeks before I’ll have time to get over there. That’s not- that’s not- that’s not good enough. Okay.  Uhm.. well, I mean, I- I’m aware of the problem.  Uh.. I can get over as soon as I can, but uhm.. you know, I can’t make any guarantees at this point. I’m gonna hafta call uh.. 311 and report you to the uh.. Landlords’ Association. <sighs> Okay.  Well, uhm.. I don’t think that’ll be necessary.  Uh.. I mean, I’m aware of the problem and I can get over as soon as I can. It’s gonna damage my stuff."," Okay.  Uhm.. you know, mean, I didn’t know it was that bad and uhm.. you know, I can get over there as soon as possible."
"  THi.  This is Interviewer, the landlord. Okay.  Yes.  Are you gonna fix the leak? Uhm.. sorry I haven’t uh.. had enough time to get over to fix it.  I have just been really busy lately. Do you need some assistance findin’ a plumber? Uh.. I actually do all the repairs myself for the whole building, so uh.. I’ll be over to fix it at some point. If- if you don’t fix it soon, it’s gonna cause water damage. Oh.  It didn’t sound that bad the last time you called. It’s getting worse. Okay.  Uhm.. have you done anything about the problem so far? No. Okay.  Uh..-- Made sure my insurance policies were up to date. Okay.  Uhm.. but yeah, like I said, I just don’t know what I can do about the problem right now. Okay.  What other pressing problems do you have? Uhm.. I have a list of problems and you’re on the list.  Uhm.. there’s just been some other things that have been more serious. Water damage is pretty serious. Yeah, I know.  Uhm.. but like I said, it didn’t sound that bad the last time you called, so... Well, it’s getting worse. Okay.  Uhm.. well, I do have a lot of other tenants with problems and theirs uhm.. are still a bit ahead of yours. Okay.  Uh.. well, you should handle this in a more businesslike manner. Uhm.. I’m trying to do what I can.  Uhm.. this is typically how I go about the repairs, so uhm.. like I said, I do all the repairs myself, the whole building, so... I suggest you get someone else to help you. Uh.. it’s definitely a possibility.  Uhm.. but uh.. I prefer do all the repairs myself uh.. just for liability and such. You may have more liability if- if you uh.. tend to do all the repairs yourself and not get these fixed in a timely manner. Yeah, that’s true.  Uhm.. but it still-- it might take me about a week or maybe even two weeks before I’ll have time to get over there. That’s not- that’s not- that’s not good enough. Okay.  Uhm.. well, I mean, I- I’m aware of the problem.  Uh.. I can get over as soon as I can, but uhm.. you know, I can’t make any guarantees at this point. I’m gonna hafta call uh.. 311 and report you to the uh.. Landlords’ Association. <sighs> Okay.  Well, uhm.. I don’t think that’ll be necessary.  Uh.. I mean, I’m aware of the problem and I can get over as soon as I can. It’s gonna damage my stuff. Okay.  Uhm.. you know, mean, I didn’t know it was that bad and uhm.. you know, I can get over there as soon as possible. How much liability do you have on- on uh.. each unit?"," Uh.. not sure about that off the top my head.  Uhm.. but, I mean, like I said, I’ll get over there as soon as I can.  Uhm.. does that sound okay?"
"  THi.  This is Interviewer, the landlord. Okay.  Yes.  Are you gonna fix the leak? Uhm.. sorry I haven’t uh.. had enough time to get over to fix it.  I have just been really busy lately. Do you need some assistance findin’ a plumber? Uh.. I actually do all the repairs myself for the whole building, so uh.. I’ll be over to fix it at some point. If- if you don’t fix it soon, it’s gonna cause water damage. Oh.  It didn’t sound that bad the last time you called. It’s getting worse. Okay.  Uhm.. have you done anything about the problem so far? No. Okay.  Uh..-- Made sure my insurance policies were up to date. Okay.  Uhm.. but yeah, like I said, I just don’t know what I can do about the problem right now. Okay.  What other pressing problems do you have? Uhm.. I have a list of problems and you’re on the list.  Uhm.. there’s just been some other things that have been more serious. Water damage is pretty serious. Yeah, I know.  Uhm.. but like I said, it didn’t sound that bad the last time you called, so... Well, it’s getting worse. Okay.  Uhm.. well, I do have a lot of other tenants with problems and theirs uhm.. are still a bit ahead of yours. Okay.  Uh.. well, you should handle this in a more businesslike manner. Uhm.. I’m trying to do what I can.  Uhm.. this is typically how I go about the repairs, so uhm.. like I said, I do all the repairs myself, the whole building, so... I suggest you get someone else to help you. Uh.. it’s definitely a possibility.  Uhm.. but uh.. I prefer do all the repairs myself uh.. just for liability and such. You may have more liability if- if you uh.. tend to do all the repairs yourself and not get these fixed in a timely manner. Yeah, that’s true.  Uhm.. but it still-- it might take me about a week or maybe even two weeks before I’ll have time to get over there. That’s not- that’s not- that’s not good enough. Okay.  Uhm.. well, I mean, I- I’m aware of the problem.  Uh.. I can get over as soon as I can, but uhm.. you know, I can’t make any guarantees at this point. I’m gonna hafta call uh.. 311 and report you to the uh.. Landlords’ Association. <sighs> Okay.  Well, uhm.. I don’t think that’ll be necessary.  Uh.. I mean, I’m aware of the problem and I can get over as soon as I can. It’s gonna damage my stuff. Okay.  Uhm.. you know, mean, I didn’t know it was that bad and uhm.. you know, I can get over there as soon as possible. How much liability do you have on- on uh.. each unit? Uh.. not sure about that off the top my head.  Uhm.. but, I mean, like I said, I’ll get over there as soon as I can.  Uhm.. does that sound okay? Not really."," Okay.  Well, uhm.. you know, I think we can move ya up and we’ll see what happens."
"  THi.  This is Interviewer, the landlord. Okay.  Yes.  Are you gonna fix the leak? Uhm.. sorry I haven’t uh.. had enough time to get over to fix it.  I have just been really busy lately. Do you need some assistance findin’ a plumber? Uh.. I actually do all the repairs myself for the whole building, so uh.. I’ll be over to fix it at some point. If- if you don’t fix it soon, it’s gonna cause water damage. Oh.  It didn’t sound that bad the last time you called. It’s getting worse. Okay.  Uhm.. have you done anything about the problem so far? No. Okay.  Uh..-- Made sure my insurance policies were up to date. Okay.  Uhm.. but yeah, like I said, I just don’t know what I can do about the problem right now. Okay.  What other pressing problems do you have? Uhm.. I have a list of problems and you’re on the list.  Uhm.. there’s just been some other things that have been more serious. Water damage is pretty serious. Yeah, I know.  Uhm.. but like I said, it didn’t sound that bad the last time you called, so... Well, it’s getting worse. Okay.  Uhm.. well, I do have a lot of other tenants with problems and theirs uhm.. are still a bit ahead of yours. Okay.  Uh.. well, you should handle this in a more businesslike manner. Uhm.. I’m trying to do what I can.  Uhm.. this is typically how I go about the repairs, so uhm.. like I said, I do all the repairs myself, the whole building, so... I suggest you get someone else to help you. Uh.. it’s definitely a possibility.  Uhm.. but uh.. I prefer do all the repairs myself uh.. just for liability and such. You may have more liability if- if you uh.. tend to do all the repairs yourself and not get these fixed in a timely manner. Yeah, that’s true.  Uhm.. but it still-- it might take me about a week or maybe even two weeks before I’ll have time to get over there. That’s not- that’s not- that’s not good enough. Okay.  Uhm.. well, I mean, I- I’m aware of the problem.  Uh.. I can get over as soon as I can, but uhm.. you know, I can’t make any guarantees at this point. I’m gonna hafta call uh.. 311 and report you to the uh.. Landlords’ Association. <sighs> Okay.  Well, uhm.. I don’t think that’ll be necessary.  Uh.. I mean, I’m aware of the problem and I can get over as soon as I can. It’s gonna damage my stuff. Okay.  Uhm.. you know, mean, I didn’t know it was that bad and uhm.. you know, I can get over there as soon as possible. How much liability do you have on- on uh.. each unit? Uh.. not sure about that off the top my head.  Uhm.. but, I mean, like I said, I’ll get over there as soon as I can.  Uhm.. does that sound okay? Not really. Okay.  Well, uhm.. you know, I think we can move ya up and we’ll see what happens. All right.", Alrighty.  I’ll see ya around.  Thanks for calling.
 ," Hi.  This is Interviewer, the landlady."
"  Hi.  This is Interviewer, the landlady. Yes.  Just uhm.. I don’t know if it’s your husband or you that is going to come by here and fix this leak in my ceiling, but uhm.. it’s becoming damaging to my clothes and my furniture.  You said you would be by here two days ago and you haven’t showed up at all.  This is your property that’s damaging my property.  Uhm.. I don’t know if my renters’ insurance will cover this, but uh.. it needs to be fixed.", Mm-hm.  Uhm..--
"  Hi.  This is Interviewer, the landlady. Yes.  Just uhm.. I don’t know if it’s your husband or you that is going to come by here and fix this leak in my ceiling, but uhm.. it’s becoming damaging to my clothes and my furniture.  You said you would be by here two days ago and you haven’t showed up at all.  This is your property that’s damaging my property.  Uhm.. I don’t know if my renters’ insurance will cover this, but uh.. it needs to be fixed. Mm-hm.  Uhm..-- Interviewer?"," Yes, I’m here.  I’m sorry I haven’t had enough time to get over to fix it, but I’ve been very busy."
"  Hi.  This is Interviewer, the landlady. Yes.  Just uhm.. I don’t know if it’s your husband or you that is going to come by here and fix this leak in my ceiling, but uhm.. it’s becoming damaging to my clothes and my furniture.  You said you would be by here two days ago and you haven’t showed up at all.  This is your property that’s damaging my property.  Uhm.. I don’t know if my renters’ insurance will cover this, but uh.. it needs to be fixed. Mm-hm.  Uhm..-- Interviewer? Yes, I’m here.  I’m sorry I haven’t had enough time to get over to fix it, but I’ve been very busy. Well, uhm.. I’m begin-- I- I’m going to hafta start uhm.. the process of damage fees to my property, uhm.. and I don’t know if my renters’ insurance will cover it.  Uhm.. will you cover it?", Uhm.. I’m not sure.  We’ll hafta look about it.  The problem didn’t sound that bad the last time that you called.
"  Hi.  This is Interviewer, the landlady. Yes.  Just uhm.. I don’t know if it’s your husband or you that is going to come by here and fix this leak in my ceiling, but uhm.. it’s becoming damaging to my clothes and my furniture.  You said you would be by here two days ago and you haven’t showed up at all.  This is your property that’s damaging my property.  Uhm.. I don’t know if my renters’ insurance will cover this, but uh.. it needs to be fixed. Mm-hm.  Uhm..-- Interviewer? Yes, I’m here.  I’m sorry I haven’t had enough time to get over to fix it, but I’ve been very busy. Well, uhm.. I’m begin-- I- I’m going to hafta start uhm.. the process of damage fees to my property, uhm.. and I don’t know if my renters’ insurance will cover it.  Uhm.. will you cover it? Uhm.. I’m not sure.  We’ll hafta look about it.  The problem didn’t sound that bad the last time that you called.wer: Well--", Mm-hm.  I’m here.  I don’t know what I can do about your problem right now.
"  Hi.  This is Interviewer, the landlady. Yes.  Just uhm.. I don’t know if it’s your husband or you that is going to come by here and fix this leak in my ceiling, but uhm.. it’s becoming damaging to my clothes and my furniture.  You said you would be by here two days ago and you haven’t showed up at all.  This is your property that’s damaging my property.  Uhm.. I don’t know if my renters’ insurance will cover this, but uh.. it needs to be fixed. Mm-hm.  Uhm..-- Interviewer? Yes, I’m here.  I’m sorry I haven’t had enough time to get over to fix it, but I’ve been very busy. Well, uhm.. I’m begin-- I- I’m going to hafta start uhm.. the process of damage fees to my property, uhm.. and I don’t know if my renters’ insurance will cover it.  Uhm.. will you cover it? Uhm.. I’m not sure.  We’ll hafta look about it.  The problem didn’t sound that bad the last time that you called.wer: Well-- Mm-hm.  I’m here.  I don’t know what I can do about your problem right now. Well, <laughs> I-- this is a very dissatisfying phone call because usually someone has a plan of action and especially owning apartment complex.  They know they have services that are required, but if you’re not fully equipped to acquire [ph?], maybe I need you to uh.. I’ll report you to the housing authority."," Hm, y--"
"  Hi.  This is Interviewer, the landlady. Yes.  Just uhm.. I don’t know if it’s your husband or you that is going to come by here and fix this leak in my ceiling, but uhm.. it’s becoming damaging to my clothes and my furniture.  You said you would be by here two days ago and you haven’t showed up at all.  This is your property that’s damaging my property.  Uhm.. I don’t know if my renters’ insurance will cover this, but uh.. it needs to be fixed. Mm-hm.  Uhm..-- Interviewer? Yes, I’m here.  I’m sorry I haven’t had enough time to get over to fix it, but I’ve been very busy. Well, uhm.. I’m begin-- I- I’m going to hafta start uhm.. the process of damage fees to my property, uhm.. and I don’t know if my renters’ insurance will cover it.  Uhm.. will you cover it? Uhm.. I’m not sure.  We’ll hafta look about it.  The problem didn’t sound that bad the last time that you called.wer: Well-- Mm-hm.  I’m here.  I don’t know what I can do about your problem right now. Well, <laughs> I-- this is a very dissatisfying phone call because usually someone has a plan of action and especially owning apartment complex.  They know they have services that are required, but if you’re not fully equipped to acquire [ph?], maybe I need you to uh.. I’ll report you to the housing authority. Hm, y-- Are you preoccupied?"," No, I’m still here."
"  Hi.  This is Interviewer, the landlady. Yes.  Just uhm.. I don’t know if it’s your husband or you that is going to come by here and fix this leak in my ceiling, but uhm.. it’s becoming damaging to my clothes and my furniture.  You said you would be by here two days ago and you haven’t showed up at all.  This is your property that’s damaging my property.  Uhm.. I don’t know if my renters’ insurance will cover this, but uh.. it needs to be fixed. Mm-hm.  Uhm..-- Interviewer? Yes, I’m here.  I’m sorry I haven’t had enough time to get over to fix it, but I’ve been very busy. Well, uhm.. I’m begin-- I- I’m going to hafta start uhm.. the process of damage fees to my property, uhm.. and I don’t know if my renters’ insurance will cover it.  Uhm.. will you cover it? Uhm.. I’m not sure.  We’ll hafta look about it.  The problem didn’t sound that bad the last time that you called.wer: Well-- Mm-hm.  I’m here.  I don’t know what I can do about your problem right now. Well, <laughs> I-- this is a very dissatisfying phone call because usually someone has a plan of action and especially owning apartment complex.  They know they have services that are required, but if you’re not fully equipped to acquire [ph?], maybe I need you to uh.. I’ll report you to the housing authority. Hm, y-- Are you preoccupied? No, I’m still here. You don’t sound very enthused about this repair.", Mm-hm.  It’s just that I have a lot of other tenants right now with problems that are ahead of yours.
"  Hi.  This is Interviewer, the landlady. Yes.  Just uhm.. I don’t know if it’s your husband or you that is going to come by here and fix this leak in my ceiling, but uhm.. it’s becoming damaging to my clothes and my furniture.  You said you would be by here two days ago and you haven’t showed up at all.  This is your property that’s damaging my property.  Uhm.. I don’t know if my renters’ insurance will cover this, but uh.. it needs to be fixed. Mm-hm.  Uhm..-- Interviewer? Yes, I’m here.  I’m sorry I haven’t had enough time to get over to fix it, but I’ve been very busy. Well, uhm.. I’m begin-- I- I’m going to hafta start uhm.. the process of damage fees to my property, uhm.. and I don’t know if my renters’ insurance will cover it.  Uhm.. will you cover it? Uhm.. I’m not sure.  We’ll hafta look about it.  The problem didn’t sound that bad the last time that you called.wer: Well-- Mm-hm.  I’m here.  I don’t know what I can do about your problem right now. Well, <laughs> I-- this is a very dissatisfying phone call because usually someone has a plan of action and especially owning apartment complex.  They know they have services that are required, but if you’re not fully equipped to acquire [ph?], maybe I need you to uh.. I’ll report you to the housing authority. Hm, y-- Are you preoccupied? No, I’m still here. You don’t sound very enthused about this repair. Mm-hm.  It’s just that I have a lot of other tenants right now with problems that are ahead of yours. Do you need to hire more help or do you want me to fix this myself?"," You don’t need to do that.  I’m aware of the problem, so I’ll be over to fix it as soon as I can."
